22q11 deletion syndrome	musculoskeletal abnormalities|cardiovascular abnormalities|heart diseases|lymphatic diseases|congenital abnormalities|genetic diseases, inborn|parathyroid diseases
ketosis	metabolic diseases
kidney calculi	pathological conditions, anatomical|female urogenital diseases|urologic diseases
kidney calculus	pathological conditions, anatomical|female urogenital diseases|urologic diseases
kidney cortex necrosis	female urogenital diseases|urologic diseases
kidney disease	female urogenital diseases|urologic diseases
kidney diseases	female urogenital diseases|urologic diseases
kidney diseases, cystic	female urogenital diseases|urologic diseases
kidney failure, chronic	female urogenital diseases|urologic diseases
kidney neoplasm	female urogenital diseases|urologic diseases|neoplasms by site|urogenital neoplasms
kidney neoplasms	female urogenital diseases|urologic diseases|neoplasms by site|urogenital neoplasms
kidney papillary necrosis	female urogenital diseases|urologic diseases
kidney tubular necrosis, acute	urologic diseases|female urogenital diseases
king's evil	bacterial infections|lymphatic diseases
kinky hair syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|skin diseases|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
klatskin's tumor	neoplasms by histologic type
klebsiella infection	bacterial infections
klebsiella infections	bacterial infections
kleine-levin syndrome	sleep disorders
klinefelter syndrome	congenital abnormalities|genetic diseases, inborn|urogenital abnormalities|female urogenital diseases|gonadal disorders|sexual and gender disorders
klippel-feil syndrome	bone diseases|congenital abnormalities|musculoskeletal abnormalities
klippel-trenaunay-weber syndrome	vascular diseases
kluver-bucy syndrome	central nervous system diseases|delirium, dementia, amnestic, cognitive disorders
knee dislocation	dislocations|leg injuries
knee injuries	leg injuries
korsakoff syndrome	neurotoxicity syndromes|alcohol-related disorders|poisoning|delirium, dementia, amnestic, cognitive disorders|substance-related disorders|neurologic manifestations|signs and symptoms
krukenberg tumor	neoplasms by histologic type
kuru	central nervous system infections|central nervous system diseases|neurodegenerative diseases
kwashiorkor	nutrition disorders
kyasanur forest disease	arbovirus infections|rna virus infections|bacterial infections|protozoan infections
kyphosis	bone diseases
labor pain	neurologic manifestations|signs and symptoms
laboratory infection	infection|laboratory infection
labyrinth diseases	ear diseases
labyrinthitis	ear diseases
lacerations	lacerations
lacrimal apparatus diseases	lacrimal apparatus diseases
lacrimal duct obstruction	lacrimal apparatus diseases
lactation disorders	skin diseases|pregnancy complications
lactic acidosis	metabolic diseases
lactose intolerance	genetic diseases, inborn|metabolic diseases|gastrointestinal diseases
lafora disease	central nervous system diseases|genetic diseases, inborn|neurodegenerative diseases
lambert-eaton myasthenic syndrome	autoimmune diseases|autoimmune diseases of the nervous system|neoplasms by site|paraneoplastic syndromes|neurodegenerative diseases|neuromuscular diseases|nervous system neoplasms
landau-kleffner syndrome	central nervous system diseases
langer-giedion syndrome	bone diseases
langerhans cell sarcoma	neoplasms by histologic type|lymphatic diseases
language development disorders	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
language disorders	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
large-cell lymphoma	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
laron syndrome	bone diseases|dwarfism|genetic diseases, inborn
larva migrans	helminthiasis|skin diseases, parasitic|skin diseases|infection
larva migrans, visceral	helminthiasis|skin diseases, parasitic|skin diseases|parasitic diseases, animal
laryngeal edema	laryngeal diseases
laryngeal neoplasm	neoplasms by site|laryngeal diseases|respiratory tract neoplasms|otorhinolaryngologic neoplasms
laryngeal neoplasms	neoplasms by site|laryngeal diseases|respiratory tract neoplasms|otorhinolaryngologic neoplasms
laryngeal nerve injuries	cranial nerve diseases|trauma, nervous system|craniocerebral trauma|laryngeal diseases
laryngismus	laryngeal diseases|respiration disorders
laryngitis	laryngeal diseases|respiratory tract infections
laryngocele	congenital abnormalities|laryngeal diseases|respiratory system abnormalities
laryngomalacia	cartilage diseases|congenital abnormalities|connective tissue diseases|laryngeal diseases|musculoskeletal abnormalities
laryngopharyngeal reflux	gastrointestinal diseases|pharyngeal diseases|laryngeal diseases
laryngostenosis	congenital abnormalities|laryngeal diseases|respiratory system abnormalities
lassa fever	rna virus infections
latent tuberculosis	bacterial infections
lateral medullary syndrome	central nervous system diseases|vascular diseases
lateral sclerosis	neurodegenerative diseases|neuromuscular diseases
lateral sinus thrombosis	central nervous system diseases|vascular diseases
latex allergy	hypersensitivity
latex hypersensitivity	hypersensitivity
lathyrism	poisoning
laurence-moon syndrome	congenital abnormalities|central nervous system diseases
lead poisoning	poisoning
lead poisoning, nervous system	neurotoxicity syndromes|poisoning
lead poisoning, nervous system, adult	neurotoxicity syndromes|poisoning
lead poisoning, nervous system, childhood	neurotoxicity syndromes|poisoning
leanness	signs and symptoms
learning disorders	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
leber congenital amaurosis	eye diseases, hereditary|retinal diseases
lecithin acyltransferase deficiency	metabolic diseases|genetic diseases, inborn
left ventricular hypertrophy	heart diseases|pathological conditions, anatomical
leg dermatoses	skin diseases
leg injuries	leg injuries
leg length inequality	bone diseases|pathological conditions, anatomical
leg ulcer	skin diseases
legg-calve-perthes disease	bone diseases|pathologic processes
legionellosis	bacterial infections|respiratory tract infections
legionnaires' disease	bacterial infections|respiratory tract infections
leigh disease	central nervous system diseases|metabolic diseases|genetic diseases, inborn
leiomyoma	neoplasms by histologic type
leiomyoma, epithelioid	neoplasms by histologic type
leiomyomatosis	neoplasms by histologic type
leiomyosarcoma	neoplasms by histologic type
leishmaniasis	protozoan infections|skin diseases, parasitic|skin diseases|infection
leishmaniasis, cutaneous	protozoan infections|skin diseases, parasitic|skin diseases|infection
leishmaniasis, diffuse cutaneous	protozoan infections|skin diseases, parasitic|skin diseases|infection
leishmaniasis, mucocutaneous	protozoan infections|skin diseases, parasitic|skin diseases|infection
leishmaniasis, visceral	protozoan infections|skin diseases, parasitic|skin diseases
lemierre syndrome	bacterial infections|vascular diseases|pharyngeal diseases
lens diseases	lens diseases
lens dislocation	lens diseases
lens opacities	lens diseases
lens subluxation	lens diseases
lentigo	skin diseases
lentivirus infections	rna virus infections
leopard syndrome	congenital abnormalities|cardiovascular abnormalities|musculoskeletal abnormalities|heart diseases|skin diseases
leprosy	bacterial infections
leprosy, borderline	bacterial infections
leprosy, lepromatous	bacterial infections
leprosy, multibacillary	bacterial infections
leprosy, paucibacillary	bacterial infections
leprosy, tuberculoid	bacterial infections
leptospirosis	bacterial infections
leriche syndrome	vascular diseases
lesch-nyhan syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
lethargy	neurologic manifestations|signs and symptoms
leukemia	neoplasms by histologic type
leukemia l1210	neoplasms by histologic type|neoplasms, experimental
leukemia l5178	neoplasms by histologic type|neoplasms, experimental
leukemia p388	neoplasms by histologic type|neoplasms, experimental
leukemia, b-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, basophilic, acute	neoplasms by histologic type
leukemia, biphenotypic, acute	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, eosinophilic, acute	neoplasms by histologic type
leukemia, erythroblastic, acute	hematologic diseases|neoplasms by histologic type
leukemia, experimental	neoplasms by histologic type|neoplasms, experimental
leukemia, feline	neoplasms by histologic type|rna virus infections
leukemia, hairy cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, large granular lymphocytic	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, lymphocytic, chronic, b-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, lymphoid	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, mast-cell	neoplasms by histologic type|skin diseases|connective tissue diseases
leukemia, megakaryoblastic, acute	neoplasms by histologic type
leukemia, monocytic, acute	neoplasms by histologic type
leukemia, myelogenous, chronic, bcr-abl positive	hematologic diseases|neoplasms by histologic type
leukemia, myeloid	neoplasms by histologic type
leukemia, myeloid, accelerated phase	hematologic diseases|neoplasms by histologic type
leukemia, myeloid, acute	neoplasms by histologic type
leukemia, myeloid, chronic, atypical, bcr-abl negative	hematologic diseases|neoplasms by histologic type
leukemia, myeloid, chronic-phase	hematologic diseases|neoplasms by histologic type
leukemia, myelomonocytic, acute	neoplasms by histologic type
leukemia, myelomonocytic, chronic	hematologic diseases|neoplasms by histologic type
leukemia, myelomonocytic, juvenile	hematologic diseases|neoplasms by histologic type
leukemia, neutrophilic, chronic	hematologic diseases
leukemia, plasma cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases|vascular diseases|hematologic diseases
leukemia, prolymphocytic	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, prolymphocytic, b-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, prolymphocytic, t-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia, promyelocytic, acute	neoplasms by histologic type
leukemia, radiation-induced	neoplasms by histologic type|neoplasms, radiation-induced|radiation injuries
leukemia, t-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemia-lymphoma, adult t-cell	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
leukemic infiltration	neoplastic processes|pathologic processes
leukemoid reaction	hematologic diseases|pathologic processes
leukoaraiosis	pathologic processes
leukocyte disorders	hematologic diseases
leukocyte-adhesion deficiency syndrome	immunologic deficiency syndromes
leukocytosis	hematologic diseases|pathologic processes
leukodystrophy, globoid cell	central nervous system diseases|metabolic diseases|genetic diseases, inborn|demyelinating diseases|neurodegenerative diseases
leukodystrophy, metachromatic	central nervous system diseases|metabolic diseases|genetic diseases, inborn|demyelinating diseases|neurodegenerative diseases
leukoedema, oral	mouth diseases
leukoencephalitis, acute hemorrhagic	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|central nervous system infections|demyelinating diseases|central nervous system viral diseases
leukoencephalopathies	central nervous system diseases
leukoencephalopathy	central nervous system diseases
leukoencephalopathy, progressive multifocal	central nervous system diseases|central nervous system infections|central nervous system viral diseases|dna virus infections|demyelinating diseases|encephalitis, viral|slow virus diseases
leukokeratosis, hereditary mucosal	genetic diseases, inborn|skin diseases
leukomalacia, periventricular	central nervous system diseases|vascular diseases|infant, newborn, diseases
leukopenia	hematologic diseases
leukoplakia	precancerous conditions|pathological conditions, anatomical
leukoplakia, hairy	dna virus infections|tumor virus infections|neoplasms, experimental|neoplasms by site|precancerous conditions|pathological conditions, anatomical|mouth diseases
leukoplakia, oral	neoplasms by site|precancerous conditions|pathological conditions, anatomical|mouth diseases
leukorrhea	female urogenital diseases
leukostasis	hematologic diseases
levocardia	cardiovascular abnormalities|congenital abnormalities|heart diseases
lewis lung carcinoma	neoplasms by histologic type|neoplasms, experimental
lewy body disease	central nervous system diseases|delirium, dementia, amnestic, cognitive disorders|neurodegenerative diseases
leydig cell tumor	endocrine gland neoplasms|genital diseases, male|neoplasms by site|urogenital neoplasms|gonadal disorders|neoplasms by histologic type|female urogenital diseases
li-fraumeni syndrome	metabolic diseases|genetic diseases, inborn|neoplastic syndromes, hereditary
lice infestation	skin diseases, parasitic|skin diseases|infection
lice infestations	skin diseases, parasitic|skin diseases|infection
lichen nitidus	skin diseases
lichen planus	skin diseases
lichen planus, oral	skin diseases|mouth diseases
lichen sclerosus et atrophicus	skin diseases
lichenoid eruptions	skin diseases
liddle syndrome	female urogenital diseases|genetic diseases, inborn|urologic diseases|metabolic diseases
light sensitivity	neurologic manifestations|vision disorders|signs and symptoms
lightning injuries	electric injuries
limb deformities, congenital	congenital abnormalities|musculoskeletal abnormalities
limbic encephalitis	central nervous system diseases|central nervous system infections|central nervous system viral diseases|neoplasms by site|paraneoplastic syndromes|neurodegenerative diseases|nervous system neoplasms
linear iga bullous dermatosis	autoimmune diseases|skin diseases
lingual goiter	congenital abnormalities|thyroid diseases
lingual nerve injuries	cranial nerve diseases|trauma, nervous system|craniocerebral trauma
lingual thyroid	congenital abnormalities|thyroid diseases
linitis plastica	neoplasms by histologic type
lip diseases	mouth diseases
lip neoplasms	neoplasms by site|mouth diseases
lipid metabolism disorders	metabolic diseases
lipid metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
lipidoses	genetic diseases, inborn|metabolic diseases
lipidosis	genetic diseases, inborn|metabolic diseases
lipoblastoma	neoplasms by histologic type
lipodystrophy	metabolic diseases|skin diseases
lipodystrophy, congenital generalized	genetic diseases, inborn|metabolic diseases|skin diseases
lipodystrophy, familial partial	metabolic diseases|skin diseases
lipoid proteinosis of urbach and wiethe	genetic diseases, inborn|laryngeal diseases|respiration disorders|neurologic manifestations|signs and symptoms|skin diseases
lipoma	neoplasms by histologic type
lipomatosis	metabolic diseases|skin diseases
lipomatosis, multiple symmetrical	metabolic diseases|skin diseases
liposarcoma	neoplasms by histologic type
liposarcoma, myxoid	neoplasms by histologic type
lissencephaly	congenital abnormalities|nervous system malformations
listeriosis	bacterial infections
lithiasis	pathologic processes
livedo reticularis	vascular diseases|skin diseases|signs and symptoms
liver abscess	infection|pathologic processes|liver diseases
liver abscess, amebic	infection|pathologic processes|protozoan infections|liver diseases|liver diseases, parasitic
liver abscess, pyogenic	infection|pathologic processes|liver diseases
liver cirrhosis	liver diseases
liver cirrhosis, alcoholic	alcohol-related disorders|liver diseases
liver cirrhosis, biliary	biliary tract diseases|liver diseases
liver cirrhosis, experimental	liver diseases
liver diseases, alcoholic	alcohol-related disorders|liver diseases
liver diseases, parasitic	liver diseases|liver diseases, parasitic
liver failure	liver diseases
liver failure, acute	liver diseases
liver insufficiency	liver diseases
liver neoplasm	digestive system neoplasms|liver diseases|neoplasms by site
liver neoplasms	digestive system neoplasms|liver diseases|neoplasms by site
liver neoplasms, experimental	digestive system neoplasms|liver diseases|neoplasms by site|neoplasms, experimental
lobomycosis	infection|mycoses|skin diseases
localized scleroderma	connective tissue diseases|skin diseases
loeys-dietz syndrome	congenital abnormalities|vascular diseases|musculoskeletal abnormalities|genetic diseases, inborn
loiasis	helminthiasis
long qt syndrome	heart diseases|pathologic processes|cardiovascular abnormalities|congenital abnormalities
loose anagen hair syndrome	skin diseases|pathological conditions, anatomical
lordosis	bone diseases
loss of consciousness	neurologic manifestations|signs and symptoms|delirium, dementia, amnestic, cognitive disorders
louping ill	rna virus infections
low back pain	neurologic manifestations|signs and symptoms
low cardiac output	heart diseases|signs and symptoms
low cardiac output syndrome	heart diseases|signs and symptoms
low tension glaucoma	optic nerve diseases
lower extremity deformities, congenital	congenital abnormalities|musculoskeletal abnormalities
lower urinary tract symptoms	signs and symptoms
lown-ganong-levine syndrome	heart diseases|pathologic processes
ludwig's angina	infection|mouth diseases
lumpy skin disease	dna virus infections
lung abscess	infection|pathologic processes|lung diseases|respiratory tract infections
lung cancer	lung diseases|neoplasms by site|respiratory tract neoplasms
lung diseases, fungal	lung diseases|mycoses|respiratory tract infections
lung diseases, interstitial	lung diseases
lung diseases, obstructive	lung diseases
lung diseases, parasitic	lung diseases|lung diseases, parasitic|respiratory tract infections
lung injury	lung diseases|thoracic injuries
lung neoplasm	lung diseases|neoplasms by site|respiratory tract neoplasms
lung neoplasms	lung diseases|neoplasms by site|respiratory tract neoplasms
lung, hyperlucent	lung diseases
lupus erythematosus, cutaneous	connective tissue diseases|skin diseases
lupus erythematosus, discoid	connective tissue diseases|skin diseases
lupus erythematosus, systemic	autoimmune diseases|connective tissue diseases
lupus nephritis	autoimmune diseases|connective tissue diseases|female urogenital diseases|urologic diseases
lupus vasculitis, central nervous system	autoimmune diseases|autoimmune diseases of the nervous system|central nervous system diseases|central nervous system infections|vascular diseases|connective tissue diseases|central nervous system viral diseases
lupus vulgaris	bacterial infections|infection|skin diseases
lutembacher syndrome	cardiovascular abnormalities|congenital abnormalities|heart diseases
luteoma	female urogenital diseases|endocrine gland neoplasms|neoplasms by site|gonadal disorders|neoplasms by histologic type|urogenital neoplasms
lyme borreliosis	bacterial infections|arbovirus infections|protozoan infections
lyme disease	bacterial infections|arbovirus infections|protozoan infections
lyme neuroborreliosis	bacterial infections|central nervous system infections|central nervous system diseases|arbovirus infections|protozoan infections
lymphadenitis	lymphatic diseases
lymphangiectasis	lymphatic diseases
lymphangiectasis, intestinal	congenital abnormalities|lymphatic diseases
lymphangioleiomyomatosis	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
lymphangioma	neoplasms by histologic type
lymphangioma, cystic	neoplasms by histologic type
lymphangiomyoma	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
lymphangiosarcoma	neoplasms by histologic type
lymphangitis	lymphatic diseases
lymphatic abnormalities	congenital abnormalities|lymphatic diseases
lymphatic metastasis	neoplastic processes|pathologic processes
lymphatic vessel tumors	neoplasms by histologic type
lymphedema	lymphatic diseases
lymphocele	cysts|lymphatic diseases
lymphocytic choriomeningitis	rna virus infections|central nervous system infections|central nervous system viral diseases|meningitis, viral|central nervous system diseases
lymphocytic colitis	gastrointestinal diseases
lymphocytic leukemia	immunoproliferative disorders|neoplasms by histologic type|lymphatic diseases
lymphocytopenia	hematologic diseases|immunologic deficiency syndromes
lymphocytosis	hematologic diseases|pathologic processes
lymphogranuloma venereum	bacterial infections|infection|genital diseases, male|female urogenital diseases|sexually transmitted diseases
lymphohistiocytosis, hemophagocytic	lymphatic diseases
lymphoma	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, aids-related	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, b-cell	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, b-cell, marginal zone	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, extranodal nk-t-cell	neoplasms by histologic type|lymphatic diseases|immunoproliferative disorders
lymphoma, follicular	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, large b-cell, diffuse	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, large-cell, anaplastic	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, large-cell, immunoblastic	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, mantle-cell	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, non-hodgkin	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, primary cutaneous anaplastic large cell	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, primary effusion	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, t-cell	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, t-cell, cutaneous	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphoma, t-cell, peripheral	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphomatoid granulomatosis	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type|precancerous conditions
lymphomatoid papulosis	immunoproliferative disorders|lymphatic diseases|neoplasms by histologic type
lymphopenia	hematologic diseases|immunologic deficiency syndromes
lymphoproliferative disorders	immunoproliferative disorders|lymphatic diseases
lynch syndrome ii	neoplasms by site|neoplastic syndromes, hereditary|digestive system neoplasms|gastrointestinal diseases|genetic diseases, inborn|metabolic diseases
lysosomal storage disease	genetic diseases, inborn|metabolic diseases
lysosomal storage diseases	genetic diseases, inborn|metabolic diseases
lysosomal storage diseases, nervous system	central nervous system diseases|metabolic diseases|genetic diseases, inborn
machado-joseph disease	neurologic manifestations|signs and symptoms|central nervous system diseases|genetic diseases, inborn|neurodegenerative diseases
macrocephaly	congenital abnormalities|musculoskeletal abnormalities|nervous system malformations
macroglossia	mouth diseases
macrophage activation syndrome	immunoproliferative disorders|lymphatic diseases
macrostomia	congenital abnormalities|mouth diseases|stomatognathic system abnormalities
macular degeneration	retinal diseases
macular edema	retinal diseases
magnesium deficiency	nutrition disorders
malabsorption syndrome	gastrointestinal diseases|metabolic diseases
malabsorption syndromes	gastrointestinal diseases|metabolic diseases
malacoplakia	pathologic processes
malaria	protozoan infections
malaria, avian	protozoan infections
malaria, cerebral	central nervous system infections|central nervous system parasitic infections|protozoan infections|central nervous system diseases
malaria, falciparum	protozoan infections
malaria, vivax	protozoan infections
male pseudohermaphroditism	urogenital abnormalities|female urogenital diseases|congenital abnormalities|gonadal disorders|sexual and gender disorders
male sterility	genital diseases, male|female urogenital diseases
malformations of cortical development	congenital abnormalities|nervous system malformations
malignant atrophic papulosis	vascular diseases|skin diseases
malignant carcinoid syndrome	neoplasms by histologic type
malignant catarrh	dna virus infections
malignant glioma	neoplasms by histologic type
malignant hyperthermia	pathologic processes
mallory-weiss syndrome	gastrointestinal diseases|esophageal perforation
malnutrition	nutrition disorders
malocclusion	tooth diseases
malocclusion, angle class i	tooth diseases
malocclusion, angle class ii	tooth diseases
malocclusion, angle class iii	tooth diseases
mammary neoplasm	neoplasms by site
mammary neoplasms, animal	neoplasms by site
mammary neoplasms, experimental	neoplasms by site|neoplasms, experimental
mandibular diseases	jaw diseases
mandibular fractures	craniocerebral trauma|fractures, bone|trauma, nervous system
mandibular injuries	craniocerebral trauma
mandibular neoplasms	bone diseases|neoplasms by site|jaw diseases
mandibulofacial dysostosis	bone diseases|congenital abnormalities|musculoskeletal abnormalities
manganese poisoning	neurotoxicity syndromes|poisoning
mange	skin diseases, parasitic
mannosidase deficiency diseases	genetic diseases, inborn|metabolic diseases
mansonelliasis	helminthiasis
maple syrup urine disease	genetic diseases, inborn|metabolic diseases|central nervous system diseases
marburg virus disease	rna virus infections
marchiafava-bignami disease	central nervous system diseases|metabolic diseases|demyelinating diseases
marek disease	dna virus infections|immunoproliferative disorders|lymphatic diseases|tumor virus infections|neoplasms, experimental
marfan syndrome	congenital abnormalities|bone diseases|cardiovascular abnormalities|connective tissue diseases|genetic diseases, inborn|heart diseases
marijuana abuse	marijuana abuse
maroteaux-lamy syndrome	genetic diseases, inborn|metabolic diseases|connective tissue diseases
masked hypertension	vascular diseases
masochism	sexual and gender disorders
massive hepatic necrosis	liver diseases
mast-cell sarcoma	neoplasms by histologic type|skin diseases|connective tissue diseases
mastitis	skin diseases|pregnancy complications
mastocytoma	neoplasms by histologic type|skin diseases|connective tissue diseases
mastocytoma, skin	neoplasms by histologic type|skin diseases|connective tissue diseases
mastocytosis	neoplasms by histologic type|skin diseases|connective tissue diseases
mastocytosis, cutaneous	neoplasms by histologic type|skin diseases|connective tissue diseases
mastocytosis, systemic	neoplasms by histologic type|skin diseases|connective tissue diseases
mastodynia	neurologic manifestations|signs and symptoms
mastoiditis	bone diseases|infection|ear diseases
maternal death	pregnancy complications|pathologic processes
maxillary diseases	jaw diseases
maxillary fractures	craniocerebral trauma|fractures, bone|trauma, nervous system
maxillary neoplasms	bone diseases|neoplasms by site|jaw diseases
maxillary sinus neoplasms	neoplasms by site|nose diseases|respiratory tract neoplasms|otorhinolaryngologic neoplasms|bone diseases
maxillary sinusitis	nose diseases|respiratory tract infections
maxillofacial abnormalities	congenital abnormalities|musculoskeletal abnormalities|stomatognathic system abnormalities
maxillofacial injuries	craniocerebral trauma
may-thurner syndrome	cardiovascular abnormalities|congenital abnormalities|vascular diseases
measles	rna virus infections
mechanical hyperalgesia	neurologic manifestations|signs and symptoms
meckel diverticulum	congenital abnormalities|digestive system abnormalities|pathological conditions, anatomical
meconium aspiration syndrome	fetal diseases|infant, newborn, diseases|lung diseases|thoracic injuries|respiration disorders|pregnancy complications
medial tibial stress syndrome	leg injuries|muscular diseases|neuromuscular diseases
median neuropathy	neuromuscular diseases
mediastinal cyst	cysts|thoracic diseases
mediastinal diseases	thoracic diseases
mediastinal emphysema	pathologic processes|thoracic diseases
mediastinal neoplasms	thoracic diseases|neoplasms by site
mediastinitis	thoracic diseases
medullary carcinoma	neoplasms by histologic type
medullary sponge kidney	female urogenital diseases|urologic diseases
medulloblastoma	neoplasms by histologic type
megacolon	gastrointestinal diseases
megacolon, toxic	gastrointestinal diseases
megaloblastic anemia	hematologic diseases
meige syndrome	central nervous system diseases
meigs syndrome	female urogenital diseases|endocrine gland neoplasms|neoplasms by site|gonadal disorders|urogenital neoplasms
melanoma	neoplasms by histologic type
melanoma, amelanotic	neoplasms by histologic type
melanoma, experimental	neoplasms by histologic type|neoplasms, experimental
melanosis	skin diseases
melas syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|vascular diseases|muscular diseases|neuromuscular diseases
melena	gastrointestinal diseases|pathologic processes
melioidosis	bacterial infections
melkersson-rosenthal syndrome	cranial nerve diseases|mouth diseases
melorheostosis	bone diseases
memory deficit	neurologic manifestations|signs and symptoms
memory disorder	neurologic manifestations|signs and symptoms
memory disorders	neurologic manifestations|signs and symptoms
memory loss	neurologic manifestations|signs and symptoms
meniere disease	ear diseases
meningeal carcinomatosis	neoplasms by site|nervous system neoplasms
meningeal neoplasms	neoplasms by site|nervous system neoplasms
meningioma	neoplasms by site|nervous system neoplasms|neoplasms by histologic type
meningism	neurologic manifestations|signs and symptoms
meningitis	central nervous system infections|central nervous system diseases
meningitis, aseptic	central nervous system infections|central nervous system viral diseases|central nervous system diseases|meningitis, viral
meningitis, bacterial	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, cryptococcal	mycoses|central nervous system diseases|central nervous system infections
meningitis, escherichia coli	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, fungal	mycoses|central nervous system diseases|central nervous system infections
meningitis, haemophilus	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, listeria	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, meningococcal	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, pneumococcal	bacterial infections|central nervous system infections|central nervous system diseases
meningitis, viral	central nervous system infections|central nervous system viral diseases|central nervous system diseases|meningitis, viral
meningocele	congenital abnormalities|pathological conditions, anatomical|nervous system malformations
meningococcal infections	bacterial infections
meningoencephalitis	central nervous system diseases|central nervous system infections|central nervous system viral diseases
meningomyelocele	congenital abnormalities|nervous system malformations
menkes kinky hair syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|skin diseases|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
menopause	female urogenital diseases|gonadal disorders
menopause, premature	female urogenital diseases|gonadal disorders
menorrhagia	female urogenital diseases|pathologic processes
menstruation disturbance	pathologic processes
menstruation disturbances	pathologic processes
mental fatigue	signs and symptoms
mental retardation	neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
mental retardation, x-linked	genetic diseases, inborn|neurodegenerative diseases|neurologic manifestations|signs and symptoms|mental disorders diagnosed in childhood
mercury poisoning	poisoning
mercury poisoning, nervous system	neurotoxicity syndromes|poisoning
merrf syndrome	central nervous system diseases|metabolic diseases|genetic diseases, inborn|muscular diseases|neuromuscular diseases
mesenchymoma	neoplasms by histologic type
mesenteric cyst	cysts|peritoneal diseases|neoplasms by site|digestive system neoplasms
mesenteric lymphadenitis	lymphatic diseases|peritoneal diseases
mesenteric vascular occlusion	vascular diseases|gastrointestinal diseases|peritoneal diseases
mesial movement of teeth	mouth diseases
mesomycetozoea infections	mesomycetozoea infections
mesonephroma	neoplasms by histologic type
mesothelioma	neoplasms by histologic type
mesothelioma, cystic	neoplasms by histologic type
metabolic acidosis	metabolic diseases
metabolic brain disease	central nervous system diseases|metabolic diseases
metabolic disease	metabolic diseases
metabolic diseases	metabolic diseases
metabolic encephalopathy	central nervous system diseases|metabolic diseases
metabolic syndrome x	metabolic diseases
metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
metachromatic leukodystrophy	central nervous system diseases|metabolic diseases|genetic diseases, inborn|demyelinating diseases|neurodegenerative diseases
metal metabolism, inborn errors	genetic diseases, inborn|metabolic diseases
metaplasia	pathologic processes
metastasis	neoplastic processes|pathologic processes
metatarsalgia	foot diseases|joint diseases|neurologic manifestations|signs and symptoms
