id	molecule_name	technology_id
2794	morphine	3
2795	etidronate	3
2796	budesonide	3
2797	omeprazole	3
2798	lansoprazole	3
2799	pantoprazole	3
2800	omeprazole	3
2801	SAR153191	5
2802	ecabet	3
2803	teprenone	3
2804	lafutidine	3
2805	ranitidine	3
2806	risedronate / risedronate delayed-release	3
2807	morphine	3
2808	salmon calcitonin	2
2809	piketoprofen	3
2810	nabiximols	3
2811	MLN0415	3
2812	nabiximols	3
2813	nabiximols	3
2814	baclofen	3
2815	cimetidine	3
2816	dronabinol	3
2817	aprepitant / fosaprepitant	3
2818	aprepitant / fosaprepitant	3
2819	brimonidine	3
2820	adapelene	3
2821	dapsone gel	3
2822	onabotulinumtoxin A	11
2823	alitretinoin	3
2824	azelaic acid	3
2825	brimonidine + timolol	3
2826	bimatoprost + timolol 	3
2827	diquafosol tetrasodium	3
2828	epinastine	3
2829	IOP Lowering	3
2830	human recombinant IL-10	4
2831	ketorolac	3
2832	clotrimazole + betamethasone	3
2833	nedocromil	3
2834	diclofenac + hyaluronic acid gel	3
2835	betamethasone	3
2836	gatifloxacin	3
2837	enoxacin	3
2838	fluocinonide	3
2839	sparfloxacin	3
2840	becocalcidiol	3
2841	bimosiamose	3
2842	atovaquone and proguanil	3
2843	prednisolone	3
2844	triamcinolone	3
2845	ampicillin	3
2846	amoxicillin	3
2847	flucloxacillin	3
2848	ticarcillin + clavulanic acid 	3
2849	voclosporin	2
2850	mupirocin	3
2851	tafluprost	3
2852	ponesimod	3
2853	TA-5439	3
2854	anti IL-23	5
2855	dorzolamide	3
2856		3
2857	carboxymethylcellulose	3
2858	BTT-1023	5
2859	amoxicillin	3
2860	CNTO-1959	3
2861	carboxymethylcellulose	3
2862	petrolatum + mineral oil	3
2863	vaniprevir	3
2864	pazufloxacin mesilate	3
2865	sulphacetamide + prednisolone	3
2866	prednisolone	3
2867	amantadine	3
2868	artemether and lumefantrine	3
2869	clofazimine	3
2870	delavirdine mesylate	3
2871	moxifloxacin	3
2872	valganciclovir	3
2873	cefodizime	3
2874	fenticonazole	3
2875	mefloquine	3
2876	fumagillin	3
2877	zuclopenthixol	3
2878	flupenthixol	3
2879	chlorprothixene	3
2880	cefpirome	3
2881	cephalexin	3
2882	haloperidol	3
2883	moxalactam	3
2884	haloperidol	3
2885	tosufloxacin	3
2886	piperacillin	3
2887	nimetazepam	3
2888	melitracen	3
2889	cefmenoxime	3
2890	carumonam	3
2891	nortriptyline	3
2892	amitriptyline	3
2893	lofepramine	3
2894	lofepramine	3
2895	mianserin	3
2896	interferon beta 1a	4
2897	ELND002	3
2898	BHT-3009	8
2899	RG7413	5
2900	tasocitinib	3
2901	239512	3
2902	586529	3
2903	649868	3
2904	742457	3
2905	933776	5
2906	zoledronic acid	3
2907	rebamipide	3
2908	BI44370	3
2909	V2006	3
2910	scyllo-inositol	3
2911	ELND006	3
2912	JNJ-26990990	3
2913	IDX899	3
2914	TAK-065	3
2915	AZD7295	3
2916	V950	8
2918	PF-5212371	3
2919	TAK-428	3
2920	CR-665	NULL
2921	CP-533536	3
2922	1482160	3
2923	Local anesthetics	3
2924	CAM-3001	NULL
2925	BMS-582949	NULL
2926	LY-2127399	5
2927	PF-5212374	NULL
2928	PF-4236921	3
2929	TAK-285	3
2930	AZD4769	3
2931	AZD8931	3
2932	S/GSK 1265744	3
2933	S/GSK1265744	3
2934	S/GSK1265744	3
2935	dolutegravir	3
2936	maraviroc	3
2937	pancrelipase	3
2938	PF-868554	3
2939		3
2940	sulfamidase-IT	4
2941	hydrocodone - extended release	3
2942	indomethacin - transdermal	3
2943	vanutide cridificar	8
2944	AAB-001	5
2945	cariprazine	3
2951	RG1594	5
2952	ORE-1001	3
2954	CSG452	3
2956	RG4934	5
2957	Anti-M1 prime MAb	5
2959	ipatasertib	3
2960	RG7594	5
2961	RG7348	3
2962	cariprazine	2
2964	acamprosate	3
2965	mitoxantrone	3
2966	milnacipran	3
2967	milnacipran	3
2968	irbesartan + trichloromethiazide 	3
2969	KHK-4563	5
2971	NT-702	3
2972	ODC-9101	3
2973	TPI-ASM8	7
2974	udenafil	3
2975	udenafil	3
2976	PF-2341066	3
2977		NULL
2978	custirsen	7
2979		3
2980	interferon-beta 1b	4
2981	BI-2536	3
2982	efatutazone	3
2983	pirfenidone	3
2984	urelumab	5
2985	SAR3419	5
2986	CHK-1 Inhibitor	NULL
2987	VX-770	3
2988	ciclesonide	3
2989	ciclesonide	3
2990	roflumilast	3
2991	levocetirizine	3
2992	brimonidine / brimonidine + timolol	3
2993	bimatoprost / bimatoprost + timolol	3
2994	bimatoprost / bimatoprost + timolol	3
2995	latanoprost / latanoprost + timolol	3
2996	Y-39983	3
2997	taprenepag	3
2998	travoprost / travoprost + timolol	3
2999	paroxetine	3
3000	AR-12286	3
3001	DE-104	3
3002	lomerizine	3
3003	pegaptinib	3
3004	pegaptinib	3
3005	ketorolac	3
3006	olopatadine	3
3007	diquafosol tetrasodium	3
3008	diquafosol tetrasodium	3
3009	PF-5212365	3
3010	cyclosporine A	3
3011	cyclosporin A	3
3012	AL-43546	3
3013	EGP-437	3
3014	ASP4058	3
3015	PF-5212365	3
3016	ferric gluconate complex	3
3017	prucalopride	3
3018	formoterol + budesonide	3
3019	PF-4360365	5
3020	inhaled prochlorperazine	3
3021	corifollitropin alfa	4
3022	BL-1020	3
3023	cariprazine	2
3024	varenicline	3
3025	pergolide	3
3026	NXN-188	3
3027		5
3028	lithium carbonate	3
3029	formoterol + budesonide	3
3030	formoterol + fluticasone propionate	3
3031	Hepatitis B vaccine	8
3032	ezogabine	3
3033	anatibant	3
3034	BMS-753493	NULL
3035	E7974	3
3036	KOS-1584	3
3037	metformin 	3
3038	interferon beta	4
3039	AUY922	3
3040	PF-4929113	3
3041	gestodene + ethunylestradiol	3
3042	gestodene + ethinyl estradiol	3
3043	edoxaban	3
3044	ulipristal acetate	3
3045	ulipristal acetate	3
3046	ramucirumab	5
3047	olmesartan + azelnidipine	3
3048	quadrivalent influenza vaccine	8
3049	pazopanib	3
3050	vorapaxar	3
3051	tesamorelin	4
3053	miconazole	3
3054	econazole	3
3055	fosfluconazole	3
3056	pazopanib	3
3057	beraprost 	3
3058	RDEA806	3
3059	DE-104	3
3060	elvucitabine	3
3061	NS3 protease inhibitor	3
3062	danoprevir	3
3063	CDP-7657	5
3064	A-623	2
3065	tavaborole	3
3067	cetrorelix	3
3068	darifenacin	3
3069	semuloparin	4
3070	darifenacin	3
3071	test generic	3
3072	influenza vaccine	8
3073	prulifloxacin	3
3074	formoterol + beclomethasone	3
3075	HRT range	3
3076	HRT range	3
3077	pediatric vaccine	8
3078	pediatric vaccine	8
3079	pediatric vaccine	8
3080	pediatric vaccine	8
3081	Hepatitis vaccine	8
3082	Hepatitis vaccine	8
3083	Hepatitis vaccine	8
3084	Dengue fever vaccine	8
3085	Dengue fever vaccine	8
3087	HIV vaccine	8
3088	Human insulins	4
3089	Human and animal insulins	4
3090	Tuberculosis vaccine	8
3091		3
3092	travoprost / travoprost + timolol	3
3093	Tuberculosis vaccine	8
3094	travel vaccine	8
3095	travel vaccine	8
3096	istradefylline	3
3097	ibuprofen + famotidine	3
3098	other vaccines	8
3099	other vaccines	8
3100	tafluprost	3
3101	other vaccines	8
3102	influenza vaccine	8
3103	influenza vaccine	8
3104	Flu Micro-Injection	8
3105	influenza vaccine	8
3106	methylphenidate patch	3
3107	rosiglitazone / rosiglitazone + metformin / rosiglitazone + glimepiride	3
3108	recombinant insulin	4
3109		NULL
3110	BMS-690514	3
3111	intetumumab	5
3112	Icrucumab	5
3113	RAF265	3
3114	SU-14813	3
3115	V934/V935	7
3116	TAK-448	3
3117		3
3118	1614235	3
3119		3
3120		3
3121		3
3122		3
3123		3
3124	BI-10773	3
3125	BI-44847	3
3126		3
3127		3
3128		3
3129		3
3130		3
3131		3
3132		3
3133		3
3134	fasiglifam hemihydrate	3
3135		3
3136	CMV vaccine	8
3137	CMV vaccine	8
3138	CMV gB subunit vaccine	8
3139	CMV gB subunit vaccine	8
3140	other vaccines	8
3141	travel vaccine	8
3142	travel vaccine	8
3143	Tuberculosis vaccine	8
3144	Hepatitis vaccine	8
3145	Lu AE04621	3
3146	INM-176	3
3147	cefpodoxime	3
3148	cefotaxime	3
3149	tacrine	3
3150	cefaclor	3
3151	cefoperazone/ sulbactam	3
3152	ceftibuten	3
3153	cefixime	3
3154	sulpiride	3
3155	TAK-599	3
3156	sulpiride	3
3157	amisulpiride	3
3158	NXL-201	3
3159	pimavanserin	3
3160	FV-100	3
3161	brotizolam	3
3162	diazepam	3
3163	interferon alphacon-1	4
3164	combination therapy	2
3165	talipexole	3
3166	interferon alphacon-1 	4
3167	recombinant interferon alpha-2b 	4
3168	tasimelteon	3
3169	roxithromycin	3
3170	Cethromycin	3
3171	fidoxamicin	3
3172	EDP-420	3
3173	TMC120	3
3174	emtricitabine	3
3175	zidovudine	3
3176	didanosine	3
3177		3
3178	co-trimoxazole	3
3179	gentamicin	3
3180	teicoplanin	3
3181	teicoplanin	3
3182	minocycline	3
3183	quinupristin / dalfopristin	3
3184	clofazimine	3
3185	iclaprim	3
3186	oritavancin	3
3187	NXL-104	3
3188	inhaled tobramycin and fosfomycin	3
3189	PF-2341272 	3
3190	valganciclovir	3
3191	CMV-IGIV	5
3192	cidofovir	3
3193	amolimogene bepiplasmid	7
3194	ANA598	3
3195	IDX-184	3
3196	PSI-7851	3
3197	BI-207127 	3
3198	ANA773	3
3199	bavituximab	5
3200	ChronVac-C	7
3201	GI-5005	7
3202	IMO-2125	3
3203	TT-033	7
3204	INCB9471	3
3205		5
3206	bevirimat	3
3207	PRO-140	5
3208	TRI-1144	4
3209	VRX-496 	6
3210	ME-1211	3
3211	penicillin G benzathine + penicillin G procaine	3
3212	amprenavir	3
3213	indinavir	3
3214	nelfinavir	3
3215	nelfinavir	3
3216	PPL-100	3
3217	gemifloxacin	3
3218	delavirdine mesylate	3
3219	fipamezole	3
3220	fipamezole	3
3221	imatinib	3
3222	HGT-4510	4
3223	ALN-RSV01 	7
3224	ALN-RSV01 	7
3225	favipiravir	3
3226	BMS-945429	5
3227	PF-5230896	5
3228	LY-2439821	5
3229	CAM-3001	5
3230	taspoglutide	2
3231	manidipine	3
3232	propafenone	3
3233	NN9925	2
3234	NN1218	4
3235	E-6201	3
3236	terafenacin	3
3237	vanutide cridificar	8
3238	adapalene	3
3239	morphine hydrochloride	3
3240	morphine	3
3241	velneperit	3
3242		3
3243	cMet kinase inhibitor	3
3244	EMD-1204831	2
3245	PDA-001	9
3246	meningitis C vaccine	8
3247	MPSV4	8
3248	MnB rLp2086	8
3249	morphine	3
3250	Anti-IL20	5
3251	Anti-C5aR-215	5
3252	hydrocodone + ibuprofen	3
3253	buprenorphine transdermal	3
3254	morphine-6-glucuronide	3
3255	morphine - intranasal	3
3256	intranasal ketamine	3
3257	fentanyl intranasal	3
3258	parecoxib	3
3259	ketoprofen poultice	3
3260	naproxen	3
3261	topical diclofenac sodium	3
3262	ketorolac 	3
3263	CG-100649	3
3264	influenza vaccine	8
3265	influenza vaccine	8
3266	influenza vaccine	8
3267	pandemic influenza vaccine	8
3268	pandemic influenza vaccine	8
3269	seasonal influenza vaccine	8
3270	vaccine patch	8
3271	influenza vaccine	8
3272	pandemic influenza vaccine	8
3273	seasonal influenxa vaccine	8
3274	Hemophilus influenzae b vaccine	8
3275	MMR	8
3276	DTP+Hib vaccine	8
3277	Travellers’ diarrhea vaccine	8
3278	CHF-4227	3
3279	recombinant human PTH	4
3280	human parathyroid hormone	3
3281	human parathyroid hormone	3
3282	XP19986	3
3283	laninamivir	3
3284	Group B Streptococcus	8
3285		3
3286	vecuronium bromide	3
3287	dibotermin 	4
3288	SAM-531	3
3289	RG7351	3
3290	selegiline	3
3291	selegiline	3
3292	modafinil	3
3293	RG1646	3
3294	rocuronium bromide	3
3295	iron dextran injectable	3
3296	SQ109	3
3297	PF-4995274	3
3298	PF-4958242	3
3299	eflornithine	3
3300	purified vero rabies vaccine	8
3301	rotavirus vaccine	8
3302		2
3303	ADL-7445 / ADL-5945	3
3304	albitiazolium bromide - DISCONTINUED February 2012	NULL
3305	Anti-PNAG mAb	5
3306	contraceptives	3
3307	contraceptives	3
3308	PF-4191834	3
3309	collagenase	4
3310	TTP-399	3
3311	ospemifene	3
3313	REC-0422	3
3314		3
3315	ceftaroline + avibactam	3
3316	fingolimod	3
3317	seasonal influenza vaccine	8
3318	vaccine patch	8
3319	cetuximab	5
3320	adapelene	3
3321	formoterol + budesonide	3
3322	apremilast	3
3323	nomegestrol + estrogen	3
3324	CC-233	3
3325	nab-docetaxel	3
3326	nab-thiocolchicine dimer	3
3327	nab-rapamycin	3
3328	tanzisertib	3
3329	PDA-001	9
3330	cenplacel-L	9
3331	vandetanib	3
3332		3
3333	IFNbeta-1a extended release	4
3334	CCX-025	3
3335	lurasidone	3
3336	encenicline	3
3337	salmeterol + fluticasone propionate	3
3338	formoterol / budesonide	3
3339	fluticasone propionate	3
3340	fluticasone propionate	3
3341	pitavastatin	3
3342	mercaptamine	3
3343	human hemin	4
3344	NN7088	4
3345	mAb2021	4
3346	Anti-IL21	5
3347	idursulfase-IT	4
3348	Gamma secretase inhibitor	3
3349	ceftazidine + avibactam	3
3350	ceftaroline	3
3351	clonidine	3
3352	GLP-1 Fc	4
3353		4
3354		8
3355	atopaxar 	3
3356	afatinib	3
3357	fulranumab	5
3358	saxagliptin + metformin XR	3
3359	saxagliptin + metformin XR / saxagliptin + metformin IR	3
3360	sitagliptin + pioglitazone	3
3361	TAK-960	3
3362	galantamine	3
3364	BK-4SP	8
3365	eribulin	3
3366		3
3367	ipilimumab	5
3368	linsitinib	3
3369	OSI-027	3
3370		3
3371	bendamustine	3
3372		7
3373	pramipexole	3
3374	fluorouracil + salicyclic acid	3
3375	SYN-115	3
3376	SYN-118	3
3377	pegloticase	4
3378	febuxostat	3
3379	nab-paclitaxel	3
3380	GSK - 557296	3
3381	azilsartan / azilsartan medoxomil	3
3382		NULL
3383	olmesartan + amlodipine	3
3384	KNS-760704 	3
3385	laquinimod	3
3386	denosumab	5
3387	darexaban	4
3388	ASP-7035	3
3389	asenapine	3
3390	vorapaxar	3
3391	pramlintide + metreleptin	4
3392	eldecalcitol	3
3393	CRTH2 antagonist	3
3394	Anti-FGFR3 MAb	5
3395	IAP antagonist	3
3396	anti-CD22	5
3397	anti-HER3 MAb	5
3398	beclomethasone	3
3399	aflibercept	4
3404	GS 9451	3
3405	GS-5885	3
3406		3
3407	escitalopram	3
3408	escitalopram	3
3409	carfilzomib	3
3410	LAS100977 + ICS	3
3411	LAS41003	3
3412	LAS41004	3
3413	afutuzumab / obinutuzumab	5
3414		4
3415	liprotomase	4
3416	testosterone 	3
3417	apaziquone	3
3418	AMG 820	5
3419	SER-120	3
3420	AMG 900	3
3421		3
3422	AZD5213	3
3423	MEDI-578	5
3424	octreotide implant	3
3425	RTA-402	3
3426	MK-3102	3
3427	MK-3697	3
3428	pneumococcal vaccine	8
3429	MK-8342	3
3430	lonafarnib	NULL
3431		NULL
3432		NULL
3433	terguride	3
3434	UK-396082	3
3435	PF-3715455	3
3436		3
3437		3
3438		3
3439		3
3440	bococizumab	5
3441		NULL
3442		NULL
3443	PF-5208762	4
3444		3
3445	PF-04449913	3
3446	GRC15300	3
3447	MM-121	5
3448	Anti-PNAG mAb	5
3449	anti-CD38 MAb	5
3450	SAR566658	5
3451	SAR-302503	3
3452	SAR101099	3
3453	SAR104772	3
3454	SAR114137	3
3455	IKK-beta inhibitor	3
3456	cyclosporine + prednisolone	3
3458	SAR100842	3
3459	desmopressin	3
3460	tranexamic acid	3
3461	ozagrel hydrochloride	3
3462	beraprost	3
3463	PF-4382923	5
3464	CNV1014802	3
3465	CNV2197944	3
3466	IPX066	3
3468	migalastat	3
3469	alemtuzumab	5
3470	cladribine	3
3471	volasertib	3
3472	BMS-241027	3
3473	triple reuptake inhibitors	3
3474	MenB vaccine	8
3475	JNJ-42160443	5
3476	PG-110	5
3477	RG1678	3
3478	recombinant anti-thrombin	4
3479	empagliflozin	3
3480	linagliptin	3
3481	BMS-708163	3
3482	ONO-2745	3
3483	NERI IV	3
3484	ketorolac	3
3485	tasimelteon	3
3486	FOV1101	3
3487	memantine	3
3488	vilazodone	3
3489	ABR-215050	3
3490	dihydroergotamine	3
3491	siltuximab	5
3492	gabapentin GR	3
3493	dabrafenib	3
3494	trametinib	3
3495	ABT-888	3
3496	azelastine	3
3497	montelukast	3
3498	PF-05089771	3
3499	"dihydroergotamine, inhaled"	3
3500	teduglutide	4
3501	ezogabine	3
3502	brotizolam	3
3504	levodopa + carbidopa GR	3
3505	apixaban	3
3506	GSK557296	3
3507	fentanyl citrate	3
3508		NULL
3509	repaglinide	3
3510		3
3511	vinpocetine	3
3512	ezogabine / retigabine	3
3513	bupropion extended-release	3
3514	idebenone	3
3515	PI3K delta inhibitor	3
3516	cilostazol	3
3517	MVA-HPV-IL2	8
3518	TV-1101	7
3519	flecainide	3
3520	nitroglycerine 	3
3521	nitroglycerine patch	3
3522	tolperisone	3
3523	lisinopril	3
3524	carisoprodol	3
3525	tramadol	3
3526	tramadol	3
3527		3
3528	methylnaltrexone	3
3529	ADL-5945	3
3530	nicotine conjugate vaccine	8
3531	inhalant colistin	3
3532	belagenpumatucel-L	7
3533	GRT 6005	3
3534	Id-KLH/GM-CSF	8
3535	ruxolitinib	3
3536	azilsartan medoxomil 	3
3537	TAK-272	3
3538	ASP8477	3
3539	subcutaneous rituximab	5
3540	tebipenem	3
3541	fidaxomicin	3
3542	ruxolitinib	3
3543	acyclovir	3
3544	clobazam	3
3545	azacitidine	3
3546	candesartan	3
3547	E7080	3
3548	tetrabenazine	3
3549	NETU-PALO FDC	3
3550	liprotamase	4
3551	UCB0942	3
3552	olokizumab	5
3553		7
3555	tofacitinib	3
3556	tetrabenazine	3
3557	boceprevir	3
3558	alendronate	3
3559	paliperidone / paliperidone palmitate	3
3560	paliperidone / paliperidone palmitate	3
3561	rFVIIIFc	4
3562	"Long-acting rFactor IX, rFIXfc"	4
3563	baminercept	5
3564	BG00010	2
3565	BIIB-023	5
3566	CD40L-Fab	5
3567	RG7128	3
3568		3
3569	RetinoStat	6
3570		3
3571	REGN846	5
3572	SSR411298	3
3573	romiplostim	5
3574		NULL
3575	anti-CD3 mAb	5
3576	Enteripep PTH	2
3577	albiglutide	2
3578	2245840	3
3579	1278863	3
3580	2336805	3
3581	2485852	3
3582	2018682	3
3583	Focal adhesion kinase inhibitor	3
3584	vestipitant	3
3585	705498	3
3586	1322888	3
3587	1440115	3
3588	685698	3
3589		8
3590		8
3591	belimumab	5
3592	roflumilast	3
3593		2
3594	GSK2321138A	8
3595		3
3597	clindamycin + benzoyl peroxide	3
3598	tazarotene	3
3599	calcipotriol	3
3601	clindamycin phosphate + tretinoin	3
3602	epoetin alfa	4
3603	DEB025	3
3604	edoxaban	3
3605	ceftaroline	3
3606	AZD5658	3
3607	selumetinib	3
3608	AZD2461	3
3609	AZD3514	3
3610	MEDI551	5
3611	AZD4547	3
3612	AZD2014	3
3613	MEDI-3617	5
3614	AZD5363	3
3615	MEDI-565	5
3616	AZD5847	3
3617	AZD9742	3
3618	AZD2423	3
3619	AZD8683	3
3620	AZD5423	3
3621	AZD5069	3
3622	rufinamide	3
3623	MEDI-551	5
3624	MEDI-557	5
3625		3
3626	hypoxia-inducible factor prolyl hydroxylase	3
3627	finerrnone	3
3628	pegylated Factor VIII	4
3629	BAY 79-4620	5
3630		NULL
3631		NULL
3632	gatifloxacin	3
3633	levetiracetam	3
3634	AZD9819	3
3635	AZD4017	3
3636	MDX1333	5
3637	MEDI-570	5
3638	MEDI-546	5
3639	diquafosol tetrasodium	3
3640	botulinum toxin B	4
3641	IDX899	3
3642	lersivirine	3
3643	brinzolamide / brinzolamide + timolol	3
3644		2
3646	EPA + DHA	3
3647	fentanyl - transdermal	3
3648	fentanyl - transmucosal	3
3649	dorzolamide / dorzolamide + timolol	3
3650	fentanyl - BEMA	3
3651	AV299	5
3652	tivozanib	3
3653	clindamycin + benzoyl peroxide	3
3654	tazarotene	3
3655	AVE8062	3
3656	MORAb-009	5
3657	mesalazine	3
3658	lanreotide	3
3659	ritodrine	3
3660	silodosin	3
3661	trastuzumab SC	5
3662	azithromycin + chloroquine	3
3663	tramadol - extended release	3
3664	lafutidine	3
3665	rebamipide	3
3666	ABT-267	3
3667	ABT-126	3
3668	ABT-288	3
3669	ABT-384	3
3670	elotuzumab	5
3671		NULL
3672		5
3673	AMG-181	5
3674	AMG 319	3
3675	AMG 337	3
3676	AMG 780	5
3677	GM-CSF	8
3678	BMS-986001	3
3679	belatacept	4
3680	TGR5 agonist	NULL
3681		3
3682	FGF21-PKE Adnectin	NULL
3683	NS5B inhibitor	3
3684	VEGF R-2 Adnectin	5
3685	evacetrapib	3
3686		NULL
3687		NULL
3688		3
3689	V212	8
3690	navarixin	3
3691	SCH-900222	NULL
3692	ADL-5747	3
3693		NULL
3694		NULL
3695		NULL
3696	ATN-192	NULL
3697	AAB-003	5
3698		NULL
3699	doxecalciferol	3
3700	follitropin alfa	4
3701	WT1 peptide vaccine	8
3702	WT1 peptide vaccine	8
3703	anti-IL6 MAb	5
3704	CC-223	3
3705	CH5424802	3
3706	PA799	3
3707	LY451395	NULL
3708	LY-2886721	3
3709	LY2886721	3
3710	AAB-003	NULL
3711	PF-5089771	3
3712	PH-797904	NULL
3713	Fx-1006A	3
3714		NULL
3715		4
3716		3
3717		4
3718	U3-1565	5
3719	RG7201	3
3720		3
3721	S-488410	2
3722	beclomethasone	3
3723	medroxyprogesterone	3
3724	fentanyl - buccal	3
3725	orantinib	3
3726	trifluridine + TPI	3
3727	ethynylcytidine	3
3728	trabectedin	3
3729	elpamotide	8
3730	STAT3 inhibitor	3
3731	OPB-51602	3
3732	OTS11101	8
3733	rotigotine patch	3
3734	OPC-34712	3
3735	saxagliptin / saxagliptin + metformin	3
3736	delamanid	3
3737	OPC-6535	3
3738	OPC-6535	3
3739	tolvaptan	3
3740	Emixustat	3
3741	TAC-201	3
3742	NST-141	3
3743	piperacillin + tazobactam	3
3745	Lu AF11167	3
3746	tafamidis meglumine	3
3747	ACT-128800	3
3748	bazedoxifene	3
3749	JNJ-31001074	3
3750	gabapentin enacarbil	3
3751	colistin	3
3752	azithromycin	3
3753	fidaxomicin	3
3754	nab-17AAG	3
3755	ACE-031	4
3756	heparan N-sulfatase	4
3757	pregabalin	3
3758	SXN-100323	4
3759	KW-0761	5
3760	abiraterone	3
3761	NXL-104	3
3762	telaprevir	3
3763	idelalisib	3
3764	itraconazole	3
3765	pralatrexate	3
3766	RG7204	3
3767	guanfacine	3
3768	M0003	3
3769	M0002	3
3770	telaprevir	3
3771		7
3772	aflibercept	4
3773	rilpivirine	3
3774	lurasidone	3
3775		3
3776		NULL
3777	omacetaxine mepesuccinate	3
3778	fimasartan 	3
3779	TASQ	3
3780	recombinant factor IX	4
3781	recombinant porcine factor VIII 	4
3782	talimogene laherparepvec	8
3783	valsartan	3
3784	somatropin	4
3785	alendronate	3
3787	sarecycline	3
3788	topical alprostadil	3
3789	oxycodone - abuse-deterrent	3
3790	telaprevir	3
3791	brentuximab vedotin	5
3792	peg-interferon alpha 2b	4
3793	cabozantinib	3
3794	linagliptin / linagliptin + metformin	3
3795	Insulin glargine	4
3796	AMG 479	5
3797	fentanyl intranasal	3
3798	fentanyl - intranasal	3
3799	RG1594	5
3800	norethindrone + ethinyl estradiol	3
3801	norethindrone + ethinyl estradiol	3
3802	Sclerostin MAb	5
3803	LY-2300559	3
3804	LY-2090314	3
3805	LY-2603618	3
3806		4
3807	progesterone gel	3
3808	progesterone gel	3
3809	ganetespib	3
3810	ulipristal acetate	3
3811	vintafolide 	3
3812	fentanyl - buccal	3
3813	dornase alpha	4
3814	GRT 6006	3
3815	NE-10064	3
3816	IDP 115	3
3817	IDP 107	3
3818	IDP-108	3
3819	IDP 113	3
3820	metronidazole	3
3821	pimecrolimus	3
3822	aciclovir + hydrocortisone	3
3823	palifosfamide	3
3824	indibulin	3
3825	ACH-1625	3
3826	laquinimod	3
3827	thiarabine	3
3828	AC105	3
3829	naptumomab estafenatox	5
3830	Unknown antibiotic	3
3831	CRTH2 receptor antagonist 	3
3832	vemurafenib	3
3833		3
3835	cadazolid	3
3836	lapuleucel-T	9
3837	dexpirronium	3
3838	flupirtine	3
3839	valsartan + amlodipine	3
3840	QAW039	3
3841	sotirimod 	3
3842	QGE031	5
3843	metreleptin	4
3844	D-3263 HCI	3
3845	mericitabine	3
3846	GC33	5
3847	GC33	5
3848	cariprazine	3
3849	Cathepsin S Antagonist	3
3850	BRAF Kinase Inhibitor	3
3851	anti-CD44	5
3852	RG7432	3
3853	PDL1 inhibitor	5
3854	RG7450	5
3855	RG7458	5
3856	RG7596	5
3857	RG7599	5
3858	ABT-199	3
3859	GDC-0425	3
3860	RG7603	3
3861	RG7604	3
3862	GIP/GLP-1 dual agonist	2
3863	BI-54903	3
3864	volasertib	3
3865	empagliflozin	3
3866	BI671800	3
3867	BI-811283	3
3868	BI836826	3
3869	BI836845	3
3870	BI-847325	3
3871	BI-836826	5
3872	BI-836845	5
3873	BI-44370	3
3874	BI-671800	3
3875	BI-137882	3
3876	AbGn-168	5
3877	RG7128	3
3878	BI-853520	3
3879	RG7090	3
3880	BI-135585	3
3881	HIV integrase inhibitor	3
3882	BI-113823	3
3883	BI-11634	3
3884	BI-660848	3
3885	BI-831266	3
3886	dalfampridine	3
3887	debrase	3
3888		9
3889	pan Bcl-2 inhibitor	3
3890	NX 1207	3
3891	peg-avonex	2
3892	BIIB-037	5
3893	SAR231893	5
3894	REGN910	5
3895	SAR125844	3
3896	SAR407899	3
3897	NN1953	2
3898	SAR339658	5
3899	SAR156597	5
3900	everolimus	3
3901	vandetanib	3
3902	AGN-214868 / SXN-100323	4
3903	S-707106	3
3904	asimadoline	3
3905	evacetrapib	3
3906	zolpidem	3
3907		8
3908	AZD2820	3
3909	AZD2927	3
3910	tralokinumab	5
3911		5
3912	AZD3839	3
3913	mGlu2 PotCys	3
3914	COL-144	3
3915	KKW0761	5
3916	khk-2866	5
3917	LY-2523355	3
3918	AZD5099	3
3919	AZD2115	3
3920	KHK-6188	3
3921	MEDI-2338	5
3922	MEDI-8968	5
3923		NULL
3924		NULL
3925	verapamil	3
3926	MK-4305	3
3927	crizotinib	3
3928	sublingual zolpidem	3
3929	sublingual zolpidem	3
3930	teriflunomide	3
3931	arx-424	2
3932	mapracorat	3
3933		3
3934	dehydroepiandrosterone	3
3935	beloxepin	3
3936	AEZS-112	3
3937	macimorelin	3
3938	zoptarelin doxorubicin	2
3939	talactoferrin	4
3940	ALXN-6000	5
3941	Staccato loxapine	3
3942	AN-2728	3
3944	pimecrolimus	3
3945	a-002	3
3946	A-001	3
3947	a-002	3
3948	PEG-epoetin beta	4
3949	ulipristal acetate	3
3950	PGL2-2001	3
3951	simeprevir	3
3952	LAS41002	3
3953	Vaxem Hib	8
3954	ASP-0113	8
3955	MAXY-4	4
3956	Vemurafenib	3
3957	semuloparin	4
3958	bendamustine	3
3959	asparaginates	3
3960	spironolactone	3
3961	lisinopril + amlodipine	3
3962	daclatasvir	3
3963	AMG 827	5
3964	Anti-IP10	5
3965	p38 Kinase inhibitor	3
3966	Anti-CD28	5
3967	Anti-IL6	5
3968	telmisartan + hydrochlorothiazide	3
3969	telmisartan + amlodipine 	3
3970	IL-21	5
3971	Anti-CD137	5
3972	Raf Kinase Inhibitor	3
3973	AM152	3
3974	IPH2102	5
3975		5
3976	atrasentan	3
3977	lixisenatide	2
3978	ABT-639	3
3979		3
3980	ABT-767	3
3981	ABT-413	3
3982		5
3983		3
3984		3
