id	company_comments	company_name	dr_company_comments	financial_year_end	headquarters	is_active	is_forecast	company_type_id	reporting_currency_id
378	NULL	Phibro Animal Health	NULL	12	USA	TRUE	FALSE	2	6
379	NULL	SurgeRx	NULL	12	USA	TRUE	FALSE	2	6
380	NULL	HealthMedia	NULL	12	USA	TRUE	FALSE	2	6
381	NULL	Genelabs	NULL	12	USA	TRUE	FALSE	2	6
382	NULL	Sciele	NULL	12	USA	TRUE	FALSE	2	6
385	NULL	Osiris Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
386	NULL	ArQule	NULL	12	USA	TRUE	FALSE	2	6
387	NULL	Kyoto University	NULL	12	USA	TRUE	FALSE	2	6
388	NULL	Lpath	NULL	12	USA	TRUE	FALSE	2	6
389	NULL	theratechnologies	NULL	12	USA	TRUE	FALSE	2	6
390	NULL	Bio-Fyt Pharma	NULL	12	USA	TRUE	FALSE	2	6
391	NULL	Catalyst Biosciences	NULL	12	USA	TRUE	FALSE	2	6
392	NULL	NIBT	NULL	12	USA	TRUE	FALSE	2	6
395	NULL	Omrix Biopharmaceutical	NULL	12	USA	TRUE	FALSE	2	6
396	NULL	International Center for Genetic Engineering and Biotechnology (ICGEB)	NULL	12	USA	TRUE	FALSE	2	6
398	NULL	Chiome Bioscience	NULL	12	USA	TRUE	FALSE	2	6
399	NULL	Thiakis	NULL	12	USA	TRUE	FALSE	2	6
401	NULL	Alphavax	NULL	12	USA	TRUE	FALSE	2	6
402	NULL	Sangamo BioSciences	NULL	12	USA	TRUE	FALSE	2	6
403	NULL	LGE Performance Systems	NULL	12	USA	TRUE	FALSE	2	6
404	NULL	Santaris Pharma	NULL	12	USA	TRUE	FALSE	2	6
406	NULL	Archemix	NULL	12	USA	TRUE	FALSE	2	6
408	NULL	Biocompatibles International	NULL	12	USA	TRUE	FALSE	2	6
410	NULL	Wilex	NULL	12	USA	TRUE	FALSE	2	6
411	NULL	Azur Pharma	NULL	12	USA	FALSE	FALSE	2	6
412	NULL	Sigma-Tau	NULL	12	USA	TRUE	FALSE	2	6
413	NULL	Advanced Medical Optics	NULL	12	USA	TRUE	FALSE	2	6
414	NULL	XDx	NULL	12	USA	TRUE	FALSE	2	6
415	NULL	Galapagos	NULL	12	USA	TRUE	FALSE	2	6
416	NULL	Kitasato Institute	NULL	12	USA	TRUE	FALSE	2	6
417	NULL	Huya	NULL	12	USA	TRUE	FALSE	2	6
418	NULL	Apitope	NULL	12	USA	TRUE	FALSE	2	6
419	NULL	Lonza Group	NULL	12	USA	TRUE	FALSE	2	6
420	NULL	EffRx	NULL	12	USA	TRUE	FALSE	2	6
421	NULL	Ception Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
422	NULL	Biotica	NULL	12	USA	TRUE	FALSE	2	6
423	NULL	Forma Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
424	NULL	PsychoGenics	NULL	12	USA	TRUE	FALSE	2	6
425	NULL	Alnylam	NULL	12	USA	TRUE	FALSE	2	6
427	NULL	Virginia Tech & Mayo Clinic	NULL	12	USA	TRUE	FALSE	2	6
428	NULL	OncoTherapy Science	NULL	12	USA	TRUE	FALSE	2	6
430	NULL	Choseido Pharma	NULL	12	USA	TRUE	FALSE	2	6
431	NULL	Cytochroma	NULL	12	USA	TRUE	FALSE	2	6
432	NULL	TorreyPines	NULL	12	USA	TRUE	FALSE	2	6
433	NULL	University Hospital Heidelberg	NULL	12	USA	TRUE	FALSE	2	6
434	NULL	Bial	NULL	12	USA	TRUE	FALSE	2	6
436	NULL	Salk Institute	NULL	12	USA	TRUE	FALSE	2	6
439	NULL	Arana Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
443	NULL	Fast Forward	NULL	12	USA	TRUE	FALSE	2	6
444	NULL	Xoma	NULL	12	USA	TRUE	FALSE	2	6
445	NULL	Bausch & Lomb	NULL	12	USA	TRUE	FALSE	2	6
446	NULL	Aurobindo Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
447	NULL	University College London	NULL	12	USA	TRUE	FALSE	2	6
448	NULL	Zydus Cadila	NULL	12	USA	TRUE	FALSE	2	6
449	NULL	Nissan Chemical & Teijin Pharma	NULL	12	USA	TRUE	FALSE	2	6
451	NULL	World Health Organization	NULL	12	USA	TRUE	FALSE	2	6
452	NULL	Fujirebio Diagnostics	NULL	12	USA	TRUE	FALSE	2	6
453	NULL	Insmed	NULL	12	USA	TRUE	FALSE	2	6
455	NULL	Medarex & MBL	NULL	12	USA	TRUE	FALSE	2	6
456	NULL	Pentraxin	NULL	12	USA	TRUE	FALSE	2	6
457	NULL	Stiefel	NULL	12	USA	FALSE	FALSE	2	6
458	NULL	Aspen	NULL	12	USA	TRUE	FALSE	2	6
459	NULL	EBEWE	NULL	12	USA	TRUE	FALSE	2	6
461	NULL	Epistem	NULL	12	USA	TRUE	FALSE	2	6
463	NULL	Medley	NULL	12	USA	TRUE	FALSE	2	6
464	NULL	Laboratorios Kendrick	NULL	12	USA	TRUE	FALSE	2	6
465	NULL	Bipar sciences	NULL	12	USA	TRUE	FALSE	2	6
466	NULL	DNDi	NULL	12	USA	TRUE	FALSE	2	6
467	NULL	DxS	NULL	12	USA	TRUE	FALSE	2	6
468	NULL	DeveloGen	NULL	12	USA	TRUE	FALSE	2	6
469	NULL	Ironwood	NULL	12	USA	TRUE	FALSE	2	6
470	NULL	Vitae Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
471	NULL	Celleron Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
472	NULL	BioDuro	NULL	12	USA	TRUE	FALSE	2	6
473	NULL	Cellartis	NULL	12	USA	TRUE	FALSE	2	6
474	NULL	Wellcome Trust	NULL	12	USA	TRUE	FALSE	2	6
475	NULL	Tsinghua University	NULL	12	USA	TRUE	FALSE	2	6
476	NULL	Bioton	NULL	12	USA	TRUE	FALSE	2	6
477	NULL	Celera	NULL	12	USA	TRUE	FALSE	2	6
478	NULL	Acceleron	NULL	12	USA	TRUE	FALSE	2	6
479	NULL	Bradley	NULL	12	USA	TRUE	FALSE	2	6
480	NULL	Array Biopharma	NULL	12	USA	TRUE	FALSE	2	6
482	NULL	Oxford biotherapeutics	NULL	12	USA	TRUE	FALSE	2	6
483	NULL	Concert Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
485	NULL	Medtronic	NULL	12	USA	TRUE	FALSE	2	6
486	NULL	Wockhardt	NULL	12	USA	TRUE	FALSE	2	6
487	NULL	Cytokinetics	NULL	12	USA	TRUE	FALSE	2	6
488	NULL	Claris Lifesciences	NULL	12	USA	TRUE	FALSE	2	6
489	NULL	Shanghai Institute for Biological Sciences	NULL	12	USA	TRUE	FALSE	2	6
490	NULL	Visiogen	NULL	12	USA	TRUE	FALSE	2	6
492	NULL	Crucell	NULL	12	USA	TRUE	FALSE	2	6
493	NULL	Wellstat Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
494	NULL	Evalve	NULL	12	USA	TRUE	FALSE	2	6
495	NULL	Zhejian Tianyuan	NULL	12	USA	TRUE	FALSE	2	6
496	NULL	Laboratoire Oenobiol	NULL	12	USA	TRUE	FALSE	2	6
497	NULL	Fovea	NULL	12	USA	TRUE	FALSE	2	6
498	NULL	Merrimack	NULL	12	USA	TRUE	FALSE	2	6
499	NULL	Qiagen	NULL	12	USA	TRUE	FALSE	2	6
500	NULL	Alder Biopharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
501	NULL	IDM Pharma	NULL	12	USA	TRUE	FALSE	2	6
506	NULL	Envivo	NULL	12	USA	FALSE	FALSE	2	6
507	NULL	Kureha	NULL	12	USA	TRUE	FALSE	2	6
509	NULL	United Kingdom	NULL	12	USA	TRUE	FALSE	2	6
510	NULL	Addrenex	NULL	12	USA	TRUE	FALSE	2	6
511	NULL	Kyowa Hakko	NULL	12	USA	TRUE	FALSE	2	6
514	NULL	TSD Japan	NULL	12	USA	TRUE	FALSE	2	6
515	NULL	PanGenetics	NULL	12	USA	TRUE	FALSE	2	6
517	NULL	Rockefeller University	NULL	12	USA	TRUE	FALSE	2	6
518	NULL	California Institue of Technology	NULL	12	USA	TRUE	FALSE	2	6
519	NULL	Alopexx	NULL	12	USA	TRUE	FALSE	2	6
520	NULL	Trellis	NULL	12	USA	TRUE	FALSE	2	6
523	NULL	Adimab	NULL	12	USA	TRUE	FALSE	2	6
524	NULL	Avecia Biologics	NULL	12	USA	TRUE	FALSE	2	6
525	NULL	AkaRx	NULL	12	USA	TRUE	FALSE	2	6
526	NULL	Ambit	NULL	12	USA	TRUE	FALSE	2	6
527	NULL	Vernalis	NULL	12	USA	TRUE	FALSE	2	6
528	NULL	Jiangsu Walvax	NULL	12	USA	TRUE	FALSE	2	6
529	NULL	Fiocruz	NULL	12	USA	TRUE	FALSE	2	6
530	NULL	Addex Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
531	NULL	Crown Bioscience	NULL	12	USA	TRUE	FALSE	2	6
532	NULL	STARLIMS Technologies	NULL	12	USA	TRUE	FALSE	2	6
533	NULL	Acclarent	NULL	12	USA	TRUE	FALSE	2	6
534	NULL	OncoGenex Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
535	NULL	BioXell	NULL	12	USA	TRUE	FALSE	2	6
536	NULL	Chattem	NULL	12	USA	TRUE	FALSE	2	6
537	NULL	PharmaForce	NULL	12	USA	TRUE	FALSE	2	6
538	NULL	Ensemble	NULL	12	USA	TRUE	FALSE	2	6
539	NULL	Corthera	NULL	12	USA	TRUE	FALSE	2	6
540	NULL	Gloucester Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
543	NULL	ChemoCentryx	NULL	12	USA	TRUE	FALSE	2	6
544	NULL	Novexel	NULL	12	USA	TRUE	FALSE	2	6
546	NULL	Pfenex	NULL	12	USA	TRUE	FALSE	2	6
547	NULL	Athersys	NULL	12	USA	TRUE	FALSE	2	6
548	NULL	TCG Lifesciences	NULL	12	USA	TRUE	FALSE	2	6
549	NULL	Strides Arcolab	NULL	12	USA	TRUE	FALSE	2	6
550	NULL	Debiopharm	NULL	12	USA	TRUE	FALSE	2	6
551	NULL	Immunas	NULL	12	USA	TRUE	FALSE	2	6
552	NULL	Dicerna	NULL	12	USA	TRUE	FALSE	2	6
554	NULL	Shantha Biotechnics	NULL	12	USA	TRUE	FALSE	2	6
555	NULL	Hisamitsu	NULL	12	USA	TRUE	FALSE	2	6
556	NULL	Millipore	NULL	12	USA	TRUE	FALSE	2	6
557	NULL	Keas	NULL	12	USA	TRUE	FALSE	2	6
558	NULL	Asian Cancer Research Group	NULL	12	USA	TRUE	FALSE	2	6
559	NULL	Facet Biotech	NULL	12	USA	TRUE	FALSE	2	6
560	NULL	Torrent Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
561	NULL	Acrux	NULL	12	USA	TRUE	FALSE	2	6
562	NULL	ratiopharm	NULL	12	USA	TRUE	FALSE	2	6
563	NULL	ImmunoCellular Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
564	NULL	Mersana Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
566	NULL	Icon / Parexel	NULL	12	USA	TRUE	FALSE	2	6
568	NULL	Laboratory Corporation of America	NULL	12	USA	TRUE	FALSE	2	6
569	NULL	AnaptysBio	NULL	12	USA	TRUE	FALSE	2	6
571	NULL	MassBiologics	NULL	12	USA	TRUE	FALSE	2	6
573	NULL	HealthTronics	NULL	12	USA	TRUE	FALSE	2	6
574	NULL	RespiVert	NULL	12	USA	TRUE	FALSE	2	6
575	NULL	Stemgent	NULL	12	USA	TRUE	FALSE	2	6
576	NULL	Ergonex	NULL	12	USA	TRUE	FALSE	2	6
577	NULL	Neurocrine Biosciences	NULL	12	USA	TRUE	FALSE	2	6
578	NULL	Piramal Health Solutions	NULL	12	USA	TRUE	FALSE	2	6
579	NULL	Thermo Fisher Scientific	NULL	12	USA	TRUE	FALSE	2	6
580	NULL	MRC Technology	NULL	12	USA	TRUE	FALSE	2	6
581	NULL	Adcock Ingram	NULL	12	USA	TRUE	FALSE	2	6
582	NULL	Hawaii Biotech	NULL	12	USA	TRUE	FALSE	2	6
583	NULL	Sinopharm	NULL	12	USA	TRUE	FALSE	2	6
585	NULL	FoldRx pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
586	NULL	Marcadia Biotech	NULL	12	USA	TRUE	FALSE	2	6
587	NULL	Alnara Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
589	NULL	Metabolex	NULL	12	USA	TRUE	FALSE	2	6
590	NULL	Koch Institute (MIT)	NULL	12	USA	TRUE	FALSE	2	6
591	NULL	Micrus Endovascular	NULL	12	USA	TRUE	FALSE	2	6
592	NULL	Devicor Medical Products	NULL	12	USA	TRUE	FALSE	2	6
593	NULL	Andromeda Biotech	NULL	12	USA	TRUE	FALSE	2	6
595	NULL	Penwest Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
598	NULL	Qualitest Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
599	NULL	Ascenta Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
600	NULL	Vivalis	NULL	12	USA	TRUE	FALSE	2	6
601	NULL	Regulus Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
602	NULL	TargeGen	NULL	12	USA	TRUE	FALSE	2	6
603	NULL	Juvenile Diabetes Research Foundation	NULL	12	USA	TRUE	FALSE	2	6
604	NULL	Dana-Farber Cancer Institute	NULL	12	USA	TRUE	FALSE	2	6
606	NULL	DS Pharma Animal Health 	NULL	12	USA	TRUE	FALSE	2	6
607	NULL	SunBio	NULL	12	USA	TRUE	FALSE	2	6
609		Savient Pharmaceuticals		12	"U.S, New Jersey"	FALSE	FALSE	2	6
610		Mochida		3	"Tokyo, Japan"	TRUE	FALSE	3	7
611		Cardiokine 		12	USA	TRUE	FALSE	3	6
612		ZymoGenetics		12	USA	FALSE	TRUE	2	6
613		Santhera		12	"Liestal, Switzerland"	TRUE	FALSE	2	5
614		Kissei		3	Japan	TRUE	FALSE	3	7
615		Kaken Pharmaceutical		3	Japan	TRUE	FALSE	3	7
616	NULL	Esteve	NULL	12	USA	TRUE	FALSE	2	6
617	NULL	Leespharm	NULL	12	USA	TRUE	FALSE	2	6
619	NULL	Sekisui Chemical	NULL	12	USA	TRUE	FALSE	2	6
620	NULL	BioSeek	NULL	12	USA	TRUE	FALSE	2	6
621	NULL	Concordia	NULL	12	USA	TRUE	FALSE	2	6
622	NULL	Solasia	NULL	12	USA	TRUE	FALSE	2	6
623	NULL	QuatRx	NULL	12	USA	TRUE	FALSE	2	6
624	NULL	ArtMed International	NULL	12	USA	TRUE	FALSE	2	6
625	NULL	Zambon	NULL	12	USA	TRUE	FALSE	2	6
626	NULL	MacroGenetics	NULL	12	USA	TRUE	FALSE	2	6
628	NULL	OncoMed Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
629	NULL	Biocon	NULL	12	USA	TRUE	FALSE	2	6
630	NULL	VTU Technology	NULL	12	USA	TRUE	FALSE	2	6
631	NULL	Laboratorio Teuto Brasileiro	NULL	12	USA	TRUE	FALSE	2	6
632	NULL	Theramex	NULL	12	USA	TRUE	FALSE	2	6
633	NULL	Avid Radiopharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
634	NULL	GE Healthcare	NULL	12	USA	TRUE	FALSE	2	6
635	NULL	SmartCells	NULL	12	USA	TRUE	FALSE	2	6
636		Convergence Pharmaceuticals		12	Europe	TRUE	FALSE	2	4
637		Impax Pharmaceuticals		12	USA	TRUE	FALSE	2	6
638		Acadia		12	"San Diego, CA, USA"	TRUE	FALSE	2	6
639	NULL	Actient Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
640	NULL	Aptuit	NULL	12	USA	TRUE	FALSE	2	6
641	NULL	Brain Factory	NULL	12	USA	TRUE	FALSE	2	6
642	NULL	Aesica	NULL	12	USA	TRUE	FALSE	2	6
643	NULL	Proximagen	NULL	12	USA	TRUE	FALSE	2	6
644		MAP Pharmaceuticals		12	"Mountain View, CA, USA"	TRUE	FALSE	2	6
645	NULL	Synosia	NULL	12	USA	TRUE	FALSE	2	6
646	NULL	Columbia Laboratories	NULL	12	USA	FALSE	FALSE	2	6
648	NULL	Serenity Pharma	NULL	12	USA	TRUE	FALSE	2	6
649	NULL	VaxDesign	NULL	12	USA	TRUE	FALSE	2	6
650	NULL	Harvard University	NULL	12	USA	TRUE	FALSE	2	6
651	NULL	Laboratorios Phoenix	NULL	12	USA	TRUE	FALSE	2	6
652	NULL	Medivir	NULL	12	USA	TRUE	FALSE	2	6
653	NULL	Genmab	NULL	12	USA	TRUE	FALSE	2	6
656	NULL	Eovoy	NULL	12	USA	TRUE	FALSE	2	6
657	NULL	Japan HS Foundation	NULL	12	USA	TRUE	FALSE	2	6
658	NULL	Sage Bionetworks	NULL	12	USA	TRUE	FALSE	2	6
661	NULL	Roxro	NULL	12	USA	TRUE	FALSE	2	6
662	NULL	OSI	NULL	12	USA	TRUE	FALSE	2	6
663	NULL	UMN	NULL	12	USA	TRUE	FALSE	2	6
664	NULL	Alavita	NULL	12	USA	TRUE	FALSE	2	6
665	NULL	Cytori	NULL	12	USA	TRUE	FALSE	2	6
666	NULL	Helsinn	NULL	12	USA	TRUE	FALSE	2	6
670	NULL	Fondazione San Raffaele	NULL	12	USA	TRUE	FALSE	2	6
671	NULL	Amicus Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
672	NULL	Binnopharm	NULL	12	USA	TRUE	FALSE	2	6
673	NULL	Nanjing MeiRui Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
674	NULL	Maxinutrition	NULL	12	USA	TRUE	FALSE	2	6
675	NULL	Avila Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
676	NULL	Ascendis Pharma	NULL	12	USA	TRUE	FALSE	2	6
677	NULL	Beijing Skywing Technology	NULL	12	USA	TRUE	FALSE	2	6
678	NULL	Synthetic Genomics Vaccines	NULL	12	USA	TRUE	FALSE	2	6
679	NULL	Epizyme	NULL	12	USA	TRUE	FALSE	2	6
680	NULL	Zinfandel	NULL	12	USA	TRUE	FALSE	2	6
681	NULL	Emisphere	NULL	12	USA	TRUE	FALSE	2	6
682	NULL	Nymox	NULL	12	USA	TRUE	FALSE	2	6
683	NULL	Anaphore	NULL	12	USA	TRUE	FALSE	2	6
684	NULL	Eurand	NULL	12	USA	TRUE	FALSE	2	6
685	NULL	Domain Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
686	NULL	Guangdong Techpool Bio-Pharma	NULL	12	USA	TRUE	FALSE	2	6
687		NPS		12	USA	TRUE	FALSE	3	6
688		Depomed		12	"Menlo Park, CA, USA"	TRUE	FALSE	2	6
689		Calistoga Pharmaceuticals		12	USA	TRUE	FALSE	3	6
690		Transgene		12	Europe	TRUE	FALSE	2	2
692		Valeant (legacy)		12	"Mississauga, Ontario, Canada"	FALSE	FALSE	2	8
693		Nabi		12	"Rockville, MD, USA"	TRUE	FALSE	2	6
694		NovaRx		12	USA	TRUE	FALSE	2	6
695		Biovest		12	USA	TRUE	FALSE	2	6
696		Nippon Shinyaku		3	Japan	TRUE	FALSE	3	7
697		Amarin		12	EU	TRUE	FALSE	3	6
698		Omthera Pharmaceuticals		12	USA	TRUE	FALSE	3	6
699		MedPointe		12	"Cranbury, NJ, USA"	FALSE	FALSE	3	6
700		Portola Pharmaceuticals		12	USA	TRUE	FALSE	3	6
702	NULL	Quest Diagnostics	NULL	12	USA	TRUE	FALSE	2	6
703	NULL	"Hetero, Matrix & Aspen"	NULL	12	USA	TRUE	FALSE	2	6
704	NULL	Acucela	NULL	12	USA	TRUE	FALSE	2	6
705	NULL	PATH Malaria Vaccine Initiative	NULL	12	USA	TRUE	FALSE	2	6
706	NULL	EpiTherapeutics	NULL	12	USA	TRUE	FALSE	2	6
707	NULL	Oncolys BioPharma	NULL	12	USA	TRUE	FALSE	2	6
708	NULL	NanoBio	NULL	12	USA	TRUE	FALSE	2	6
709	NULL	Synbiotics	NULL	12	USA	TRUE	FALSE	2	6
710	NULL	Phylogica	NULL	12	USA	TRUE	FALSE	2	6
712	NULL	Receptos	NULL	12	USA	TRUE	FALSE	2	6
713	NULL	Xencor	NULL	12	USA	TRUE	FALSE	2	6
714	NULL	Sutro Biopharma	NULL	12	USA	TRUE	FALSE	2	6
715	NULL	Laboratoire Pharmaceutique Algerien	NULL	12	USA	TRUE	FALSE	2	6
716	NULL	JCR Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	7
717	NULL	Theraclone	NULL	12	USA	TRUE	FALSE	2	6
718	NULL	Lead Discovery Center	NULL	12	USA	TRUE	FALSE	2	6
719	NULL	Genoptix	NULL	12	USA	TRUE	FALSE	2	6
721	NULL	Ception	NULL	12	USA	TRUE	FALSE	2	6
722	NULL	Laboratorios Farmacol	NULL	12	USA	TRUE	FALSE	2	6
723	NULL	AVIESAN	NULL	12	USA	TRUE	FALSE	2	6
724	NULL	Sunnybrook Health Sciences Centre	NULL	12	USA	TRUE	FALSE	2	6
725	NULL	International Vaccine Institute	NULL	12	USA	TRUE	FALSE	2	6
727	NULL	Vision Institute	NULL	12	USA	TRUE	FALSE	2	6
728	NULL	Dako Denmark	NULL	12	USA	TRUE	FALSE	2	6
729	NULL	Corporacion Infarmasa	NULL	12	USA	TRUE	FALSE	2	6
731	NULL	Aileron Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
732	NULL	GW Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
733	NULL	Merrion	NULL	12	USA	TRUE	FALSE	2	6
734	NULL	Neose	NULL	12	USA	TRUE	FALSE	2	6
735	NULL	Cellartis & Lund University	NULL	12	USA	TRUE	FALSE	2	6
736	NULL	Alba Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
737	NULL	Zenobia and Vernalis	NULL	12	USA	TRUE	FALSE	2	6
738	NULL	TransTech Pharma	NULL	12	USA	TRUE	FALSE	2	6
739	NULL	BioAssets Development Corporation	NULL	12	USA	TRUE	FALSE	2	6
741	NULL	Gemin X	NULL	12	USA	TRUE	FALSE	2	6
742	NULL	Galenea	NULL	12	USA	TRUE	FALSE	2	6
743	NULL	Fuso	NULL	12	USA	TRUE	FALSE	2	6
745		Targacept		12	"Winston-Salem, North Carolina, USA"	TRUE	FALSE	2	6
747	NULL	MRC / ICL / KCL	NULL	12	USA	TRUE	FALSE	2	6
749	NULL	Oxford BioMedica	NULL	12	USA	TRUE	FALSE	2	6
750	NULL	Stanford University	NULL	12	USA	TRUE	FALSE	2	6
751	NULL	MicroDose Therapeutx	NULL	12	USA	TRUE	FALSE	2	6
752	NULL	Hoepharma Holding 	NULL	12	USA	TRUE	FALSE	2	6
753	NULL	Newron Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
754	NULL	Bracco	NULL	12	USA	TRUE	FALSE	2	6
756	NULL	International Chemical Investors Group	NULL	12	USA	TRUE	FALSE	2	6
757	NULL	Kohlberg Kravis Roberts	NULL	12	USA	TRUE	FALSE	2	6
759	NULL	Glenmark Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
760	NULL	Advanced BioHealing	NULL	12	USA	TRUE	FALSE	2	6
761	NULL	Arresto Biosciences	NULL	12	USA	TRUE	FALSE	2	6
762	NULL	Yale University	NULL	12	USA	TRUE	FALSE	2	6
763	NULL	Heptares Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
764	NULL	Specifar Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
766	NULL	Ferrosan	NULL	12	USA	TRUE	FALSE	2	6
767	NULL	Alios BioPharma	NULL	12	USA	TRUE	FALSE	2	6
768	NULL	WuXi PharmaTech	NULL	12	USA	TRUE	FALSE	2	6
769	NULL	Procter & Gamble	NULL	12	USA	FALSE	FALSE	2	6
770	NULL	Lycera	NULL	12	USA	TRUE	FALSE	2	6
771	NULL	Zacharon Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
772	NULL	Neptunus	NULL	12	USA	TRUE	FALSE	2	6
773	NULL	Amercian Medical Systems	NULL	12	USA	TRUE	FALSE	2	6
774	NULL	Bergamo	NULL	12	USA	TRUE	FALSE	2	6
775	NULL	Hypermarcas	NULL	12	USA	TRUE	FALSE	2	6
776	NULL	Sun Pharmaceutical Industries	NULL	12	USA	TRUE	FALSE	2	6
777	NULL	Synthes	NULL	12	USA	TRUE	FALSE	2	6
779	NULL	Taiyo	NULL	12	USA	TRUE	FALSE	2	6
780	NULL	JB Chemicals & Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
781	NULL	Care Capital & NovaQuest Capital	NULL	12	USA	TRUE	FALSE	2	6
782	NULL	Hanwha	NULL	12	USA	TRUE	FALSE	2	6
783	NULL	Affectis Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
784		Synta Pharmaceuticals		12	USA	TRUE	FALSE	3	6
786		Endocyte		12	"West Lafayette, IN"	TRUE	FALSE	3	6
787		FerroKin BioSciences		12	USA	TRUE	FALSE	3	6
788	NULL	Alkermes	NULL	12	USA	TRUE	FALSE	2	6
789	NULL	DENTSPLY	NULL	12	USA	TRUE	FALSE	2	6
792	NULL	Cardeus	NULL	12	USA	TRUE	FALSE	2	6
793	NULL	Minophagen	NULL	12	USA	TRUE	FALSE	2	6
794	NULL	Maruho	NULL	12	USA	TRUE	FALSE	2	6
795	NULL	Audion Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
796	NULL	Weill Cornell Medical College	NULL	12	USA	TRUE	FALSE	2	6
797	NULL	Medco Health Solutions	NULL	12	USA	TRUE	FALSE	2	6
798	NULL	CGI Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
801	NULL	Priaxon	NULL	12	USA	TRUE	FALSE	2	6
803	NULL	Plexxikon	NULL	12	USA	TRUE	FALSE	2	6
804	NULL	Prism Biolab	NULL	12	USA	TRUE	FALSE	2	6
805	NULL	Japan Red Cross Society	NULL	12	USA	TRUE	FALSE	2	6
806	NULL	Living Cell Technologies	NULL	12	USA	TRUE	FALSE	2	6
807	NULL	Intercept Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
808	NULL	Trans Genic	NULL	12	USA	TRUE	FALSE	2	6
810	NULL	Groupe d'Etude des Lymphomes de l'Adulte (GELA)	NULL	12	USA	TRUE	FALSE	2	6
811	NULL	Blue Ash	NULL	12	USA	TRUE	FALSE	2	6
812	NULL	ChemGenex	NULL	12	USA	TRUE	FALSE	2	6
813	NULL	BioFocus	NULL	12	USA	TRUE	FALSE	2	6
814	NULL	Ildong pharmaceutical	NULL	12	USA	TRUE	FALSE	2	6
815	NULL	Victory Pharma	NULL	12	USA	TRUE	FALSE	2	6
816	NULL	mtm laboratories	NULL	12	USA	TRUE	FALSE	2	6
817	NULL	Cancer Prevention and Research Institute of Texas	NULL	12	USA	TRUE	FALSE	2	6
818		CoLucid		12	"Research Triangle Park, NC, USA"	TRUE	FALSE	2	6
819		OptiNose		12	"Yardley, PA, USA"	TRUE	FALSE	2	6
821	NULL	SkyePharma	NULL	12	USA	TRUE	FALSE	2	6
823	NULL	Enigma Diagnostics	NULL	12	USA	TRUE	FALSE	2	6
824	NULL	Nichi-Iko	NULL	12	USA	TRUE	FALSE	2	6
825	NULL	ChemRar	NULL	12	USA	TRUE	FALSE	2	6
826	NULL	Innate Pharma	NULL	12	USA	TRUE	FALSE	2	6
827	NULL	Vicept Therapeutics	NULL	12	USA	TRUE	FALSE	2	6
828	NULL	Rxmidas Pharmaceuticals	NULL	12	USA	TRUE	FALSE	2	6
829	NULL	Icagen	NULL	12	USA	TRUE	FALSE	2	6
830	NULL	Simcere Pharmaceutical	NULL	12	USA	TRUE	FALSE	2	6
