id	brand_name	research_code	molecule_id
2424	Temusi	XRP0038	2126
2426	dupilumab	REGN-668	4481
2427	Poluent	RENG727 / SAR236553	2129
2428	ACZ885	ACZ885	2132
2429	betrixaban		2131
2430	Cinquil	CEP-38072	2134
2431	Gelnique		2137
2432	INCB-28050		2138
2433	Huntexil	ACR16	2140
2434	TS1		2141
2435	UFT		2621
2436	Uzel		2143
2438	Dexilant	TAK-390MR	2146
2439	TAK-733	TAK-733	2148
2440	davalintide		2149
2441	AC-220		2151
2442	AGS-16M8F	AGS-16M8F	2153
2443	KES-524		2154
2444	Glufast		2155
2445	Zavesca / Vevesca / Brazaves		2157
2448	Cerdelga	Genz-112638	2160
2450	Staybla	ONO-8025	2163
2452	Emend	ONO-7436	2165
2453	Myozyme / Lumizyme		2168
2455	BGS-649 	BGS-649 	2171
2456	PF-4418948	PF-4418948	2172
2457	PF-4967544		2173
2458	Posidur	DUR-843	2174
2459	AGN-209323	AGN-209323	2175
2460	idursulfase-IT	HGT-2310	2179
2461	sulfamidase-IT	HGT-1410	2940
2462	HGT-2610	HGT-2610	2181
2463	SPD 535	SPD 535	2182
2464	Rapiacta	S021812	2186
2465	Arcalyst		4282
2466	Rilutek	riluzole	2195
2467	selexipag	ACT-293987	2196
2468	Unknown cardiovascular compound		2197
2469	JNJ-42160443	JNJ-42160443	2552
2470	S/GSK1349572	S-349572 	2199
2472	Nimenrix	GSK-134612	2202
2473	Grastek	SCH-697243	2687
2474	Ragwitek	SCH-39641	2207
2478	Striverdi	BI-1744-CL	2213
2479	Flivas		2215
2481	Onealfa	alfacalcidol	2217
2484	drisapersen	2402968	2220
2485	Adult Booster Vaccines		2221
2486	Meningitis / Pneumonia Vaccines		2223
2488	Byetta / Bydureon		1556
2489	Eklira	LAS34273	4179
2490	Sumavel DosePro	sumatriptan injectable	5531
2491	vilanterol	642444	2231
2492	anti-LINGO1	NOGO-A	2233
2493	Proventil		2234
2496	elinogrel	PRT128	2237
2497	Reasanz	RLX030	2238
2498	Vedrop		2240
2499	Infasurf		2745
2500	Stanate		2242
2501	Cystadrops		2243
2503	thrombosis inhibitor		2245
2504	Apaziquone	EO-1	2246
2507	Tybost	GS-9350	2250
2508	GS-9667		2251
2509	VX-765	VX-765	2252
2510	1278863		5509
2511	1362885	1362885	2257
2512	foretinib	1363089	2260
2514	2285921	2285921	2263
2515	Toledomin	milnacipran	2967
2516	Esertia	escitalopram	2265
2517	Bredinin	50924-49-7	2267
2518	ONO-7847	MK-0517	2268
2519	Levact / Ribomustin		2269
2520	V503	V503	2271
2521	YM533	YM533	2272
2522	Valcyte / Cymevene	RG127	2273
2523	Trelstar		2275
2524	2110183	2110183	2276
2526	2126458		5245
2527	2141795	2141795	2279
2529	danirixin	1325756	2282
2530	1070806	1070806	4904
2531	ozanezumab	1223249	2285
2535	Vercirnon	1605786	2289
2536	Hexavalent combination vaccine		2290
2537	Heptavalent combination vaccine		2291
2538	UCB 2892	UCB 2892	2292
2539	omecamtiv mecarbil	AMG 423	2293
2540	AMG 761	KW-0761	5154
2541	evolocumab 	AMG 145	5128
2542	AMG 151	AMG 151	2296
2543	AMG 157	AMG 157	2297
2544	AMG 167	AMG 167	2299
2546	IL-23 antibody		2305
2550	AZD8329	AZD8329	2310
2551	AZD8418	AZD8418	2311
2552	PF-5230894		2312
2556	PF-2341472		2318
2557	CP-870893		2319
2558	PF-3084014		2320
2559	PF-3446962		2321
2560	PF-3732010		2322
2561	PF-3758309	PF-3758309	2323
2562	PF-3814735		2324
2563	PF-4217903	PF-4217903	2325
2564	PF-4605412		2326
2565	PF-4691502	PF-4691502	2327
2566	PF-477736	PF-477736	2328
2567	PF-4929113	PF-4929113	2329
2568	PF-5208766	WAY-178357	2330
2569	PF-562271	PF-562271	2331
2570	PF-5212367	ILV-094	2332
2571	PF-5230895 	SBI-827	2333
2574	SCH 900435	Org 25935	2340
2575	taliglucerase alfa		2341
2576	PF-5212366 		3248
2577	palbociclib	PD-0332991	5180
2578	PF-3512676		2347
2579	Other Opioid Analgesics		2349
2580	Other Immunomodulators - Rheumatic Diseases		2350
2581	Other PPAR Modulators		2351
2582	Other Growth Hormone-related Treatments		2352
2583	Other Class Ic Anti-arrhythmic		2353
2584	Other Class III Anti-arrhythmic		2354
2585	dalotuzumab	MK-0646	2355
2586	dinaciclib	MK-7965	2356
2587	ranirestat	AS-3201	2357
2588	PF-04948568	CDX-110	2358
2589	tucotuzumab celmoleukin	EMD-273066	2359
2590	naproxcinod	naproxcinod	2360
2591	ramoplanin		2363
2592	TD-1252		2364
2593	AFN-1252		2365
2595	AR-709		2367
2596	ATX-MS-1467	ATX-MS-1467	2368
2599	Pseudomonas aeruginosa vaccine	IC-43	2373
2601	Pancreate		2375
2602	KB001		2376
2603	Testim		2377
2605	Lialda / Mezavant		2379
2606	Nesina / Liovel / Vipidia / Oseni / Kazano		2380
2608	Zenapax		2382
2609	Girosa		2383
2610	iniparib	BSI-201	2384
2612	Brinavess	MK-6621	2386
2613	Cisordinol / Clopixol	zuclopenthixol	2877
2614	Dixeran	melitracen	2888
2615	Fluanxol	flupenthixol	2878
2616	Noritren	nortriptyline	2891
2617	Saroten	amitriptyline	2892
2618	Truxal	chlorprothixene	2879
2619	Tymelyt	lofepramine	2893
2620	formoterol + Eklira		2395
2622	Reminyl	galantamine	3362
2623	Elavil	amitriptyline	2402
2624	Vivalan	viloxazine	2403
2625	Tolopelon	timiperone	2404
2626	Org 25935	Glycine Uptake Inhibitor	2405
2627	Org 26576	AMPA PAM	2406
2628	Sinemet	levodopa + carbidopa	2408
2629	Taloxa	felbamate	2409
2630	Tolvon	mianserin	2895
2631	Saphris / Sycrest	asenapine	2411
2632	Parcopa		2412
2633	Bayotensin		2413
2634	Baymycard		2414
2635	Nimotop 		2415
2636	Betapace		2416
2637	Ilomedin		2417
2638	Pritor 		2418
2639	Refludan		4469
2641	Trasylol 		2421
2642	ganaxolone	ganaxolone	2422
2645	gantenerumab	RG1450/RO4909832	2425
2646	Cipramil		2426
2647	Amerge / Naramig	naratriptan	2428
2648	Zyban	buproprion	2429
2649	Imitrex / Imigran	sumatriptan	2430
2650	Imdur		2432
2651	Inderal 		2433
2652	Argatroban		2434
2653	Lacipil 		2435
2654	Trandate		2436
2655	Adancor		2437
2656	Dynorm 		2438
2657	Fozitec 		2439
2658	Kerlong		2441
2659	Kalgut		2442
2660	Tanadopa 		2443
2661	Adona AC-17		2444
2662	Novastan		2445
2663	Clozaril / Leponex	clozapine	2447
2665	Tasmar	tolcapone	2451
2666	patritumab		2452
2667	Bisphonal		2453
2668	Ethyol		2454
2669	Bonefos		2455
2670	Zevalin		2457
2672	Aerospan		2461
2674	Haldol	haloperidol	2463
2675	Tripedia		2464
2677	Onbrez + Asmanex	QMF149	2466
2679	Excegran	zonisamide	2469
2680	Trerief	zonisamide	2470
2681	Dops	droxidopa	2471
2682	Lullan	perospirone	2472
2683	Daptacel		2474
2684	Tetravac / Quadracel 		2475
2685	Serenace	haloperidol	2884
2686	Akineton	biperiden	2477
2687	TriHIBit		2478
2688	Erimin	nimetazepam	2887
2689	Pentacel		2480
2690	Pentaxim		2481
2691	Hexavac		2482
2692	Gamanil	lofepramine	2483
2693	Euphylline		2484
2696	Nouriast	KW-6002	3096
2698	Paraplatin		2490
2699	Serzone / Dutonin		2491
2700	Entact	escitalopram	2492
2701	BuSpar		2493
2702	Elopram	citalopram	2494
2703	ReVia		2495
2704	Trisenox		2496
2705	Myocet		2498
2706	Targretin		2499
2707	tipelukast		2500
2708	Furtulon		2501
2709	Mysoline	primidone	2502
2710	LT-NS001	LT-NS001	2504
2711	Astucor		2506
2712	Parapres		3546
2713	Feron		3038
2714	Astudal 		2509
2715	Blocklin		2510
2716	Dobutrex 		2511
2717	Longes		2512
2718	Landel 		2513
2719	Sular 		2514
2720	PravaFen		2515
2721	Jenloga XR 		2516
2722	ADX415 	ADX415 	2517
2724	mOPV1		2520
2725	IPOL		2521
2726	Fluzone High-Dose IM		2522
2727	Aceon		2523
2729	Ultane / Sevorane	sevoflurane	818
2730	Cardizem LA		250
2732	Omacor		2530
2733	Ifomide 		2531
2734	Aqupla		2532
2735	Simdax 		2533
2736	Uromitexan 		2534
2737	Cleactor		2535
2738	Eril 		2536
2740	Neuquinon 		2538
2741	Anandron / Nilandron 		2539
2742	Nitorol 		2540
2743	Tambocor		3519
2744	Lanirapid 		2543
2745	rezatomidine	AGN-203818	2544
2746	Lortab		2545
2748	Mencevax ACWY		2550
2749	Fentanyl Taifun	fentanyl inhaled	2551
2750	Granocyte		2553
2751	Inovan / Pre Dopa 		2554
2752	Leustatin		2555
2753	Suprefact 		2556
2754	Anzemet		2558
2755	Activacin		2559
2756	Hysron-H200		2560
2757	Leukoprol		2561
2758	5-FU		2562
2759	Acardi 		2563
2760	Mexitil 		2564
2761	TAK-472		2565
2762	Motens / Caldine 		2566
2763	Cataclot 		2567
2764	Onoact 		2568
2765	Oral-lyn		2570
2766	Milrila 		2571
2768	Hypoca 		2573
2769	Nivadil		2574
2770	Neumega		2575
2771	Vaprisol		5524
2772	Adecut 		2577
2774	MCHR1		2579
2775	Glucagon G		2580
2776	Glucagon Novo / GlucaGen		2581
2777	Starlix		2582
2778	CSG452		2583
2779	Armour Thyroid		2585
2780	Corticosteroids		2586
2781	Cytomel		2587
2782	Lopid 		2588
2783	Levothroid		2589
2784	Tapazole		2590
2785	Thyrolar		2591
2786	Euthyrox		2592
2787	Rocaltrol	calcitriol	2613
2788	MRE-0094		2594
2789	Euglucon		2596
2790	Aldactone		2597
2791	Glimicron		2598
2792	Glucotrol / Glucotrol XL		2599
2793	Growject		2600
2794	Increlex		2601
2795	Melbin		2603
2796	Panaldine / Ticlid 		2760
2797	elagolix	NBI-56418	2605
2798	AMG167	AMG167	2606
2800	Osten	ipriflavone	2608
2801	NTHi-Pneumo vaccine 		2609
2802	Streptococcus pneumoniae vaccine 		2610
2803	Varicella Zoster virus vaccine	GSK1437173A	2612
2804	EllaOne		3045
2807	Toradol		3262
2808	Fiorinal		2618
2809	Fioricet		2619
2810	VAP-1	VAP-1	2620
2811	Navoban		2622
2812	Proleukin		2623
2813	Leucomax		2624
2815	Delta PKC Inhibitor / KAI 9803	KAI 9803	2627
2816	IKACh inhibitor / NTC-801	NTC-801	2628
2817	Fareston		2630
2818	OncoTICE		2631
2819	Lescol / Lochol		2632
2820	Desferal		2633
2821	Prinivil 		2634
2822	Nitro-Dur		2635
2823	Mevacor 		2636
2824	Busulfex		2637
2826	Nitrocor		2643
2827	satraplatin		2646
2828	Cloretazine		2647
2829	Edex		2649
2830	ProLindac	AP5346 	2650
2831	Uprima		2651
2832	SLx-2101		2652
2833	LY-545694 	LY-545694 	2653
2834	Perselin		2654
2835	Hytrin		2655
2836	Bup-4		2658
2837	Combunox		2657
2838	ONO-5839		2659
2839	Estratest		2665
2840	Premarin Family		2666
2841	Estrofem / Innofem		2667
2842	Estrogel		2669
2843	NovoFem		2670
2845	Mumpsvax		2674
2846	Pneumovax 23		2675
2847	Presomen		2676
2848	V419		2677
2849	Striverdi + Spiriva 	BIBW-2948-BS	2678
2850	V710		2679
2852	AS-900672		2681
2853	Singulair + mometasone furoate	MK-0476C	2682
2854	Ovidrel		2683
2855	Luveris		2684
2856	DDAVP		2685
2858	sapacitabine	CYC682	2688
2859	Pixuvri		2689
2860	retaspimycin	IPI504	2690
2861	Slonnon 		2691
2862	Captoril 		2692
2863	Bexxar		2693
2864	Lasix 		2694
2865	QTI571	QTI571	2697
2866	Acecol 		2698
2867	Delix / Tritace 		2701
2868	Capoten 		2707
2869	Roferon-A		2711
2870	tesetaxel		2717
2871	Infree	indomethacin	2721
2872	VR-776		2724
2873	Prialt	ziconotide	2725
2874	CYT006-AngQb	Discontinued - Aug 2012 - CYT006-AngQb	2726
2876	Prilocaine Lidocaine Plethora	PSD-502	2731
2877	Tostrex		2733
2878	PS-433540 	PS-433540 	2736
2879	Firmagon		2737
2880	Beromun		2738
2881	Vantas		2739
2882	Elaspol	ONO-5046	2740
2883	Androderm		2742
2885	Solantal	tiaramide	2746
2886	Nasanyl		2747
2889	CDP-7657	CDP-7657	3063
2890	Colyte		2751
2891	Tiazac 		2752
2892	Procardia 		2753
2893	Tildiem		2754
2894	M118 	M118 	2755
2895	ISIS-FXIRx	ISIS-FXIRx	3771
2896	Aggrastat 		2759
2897	Seloken / Toprol XL 		2761
2898	Genasense		2763
2899	aplidin		2764
2900	danegaptide 	ZP1609 / GAP-134	2765
2901	AS1411		2766
2902	CR011-vcMMAE		2767
2903	Tavocept		2771
2904	LOR-2040		2769
2905	Cidine		2770
2906	Dicetel		2772
2907	ADL-7445		2773
2908	ADL-5945		3529
2909	ibodutant	MEN-15596	2775
2910	velusetrag	TD-5108	2776
2911	Liple 		2777
2912	Lotronex		2778
2914	Kalbitor 		2780
2915	Vogalene		2781
2916	Praxilene		2782
2917	Prostandin 		2783
2918	Cholestagel 		2784
2919	ATryn		3478
2920	Kinlytic 		2787
2921	Retavase 		2788
2922	Rapilysin 		2789
2923	Anpec	MH-200	2793
2924	Opso		2794
2925	Didronel		2795
2926	Entocort CR		2796
2927	Omeprazon		2797
2928	Opiren		2798
2929	Peptazol		2799
2930	Norpramin		2800
2931	Stogar		2804
2932	MH-200/Pacif	MH-200	2807
2933	Calcitonia Almirall	salmon calcitonin	2808
2934	Calmatel / Picalm	piketoprofen	2809
2935	Gabalon		2814
2936	Tagamet		2815
2938	Differin		2820
2939	Aczone		2821
2940	Toctino		2823
2941	Azelex		2824
2942	Combigan	brimonidine + timolol	2825
2943	Ganfort	bimatoprost + timolol 	2826
2944	Prolacria	diquafosol tetrasodium	3008
2945	Elestat		2828
2946	IOP Lowering	AC-262271	2829
2947	Prevascar		2830
2948	Acular	ketorolac	2831
2949	Lotrisone		2832
2950	Alocril	nedocromil	2833
2951	Solaraze		2834
2952	Diprolene AF		2835
2953	Gatiflo		2836
2954	Flumark		2837
2955	Vanos		2838
2956	Spara		2839
2957	becocalcidiol		2840
2958	bimosiamose		2841
2959	Malarone		2842
2961	Trivaris		2844
2962	Penbritin		2845
2963	Amoxil		2846
2965	Timentin		2848
2966	voclosporin		2849
2967	Bactroban		2850
2968	Taflotan / Tapros	DE-085	3100
2969	ponesimod	ACT-128800	3747
2970	TA-5439		2853
2972	945273		2856
2973	Celluvisc	carboxymethylcellulose	2861
2974	BTT-1023		2858
2975	Pasetocin		2859
2976	guselkumab	CNTO-1959	2860
2977	Lacri-Lube	petrolatum + mineral oil	2862
2978	vaniprevir	MK-7009	2863
2979	Pazucross		2864
2980	Blephamide	sulphacetamide + prednisolone	2865
2981	Pred Forte	prednisolone	2866
2982	Symmetrel		2867
2983	Coartem/Riatem 		2868
2984	Lamprem		2869
2985	Rescriptor		3218
2986	Octegra		2871
2987	Darilin		2872
2988	Diezme		2873
2989	Lomexin		2874
2990	Lariam		2875
2991	Flisint		2876
2992	Broact		2880
2993	Keflex		2881
2995	Shiomarin		2883
2996	Ozex	T3262	2885
2997	Pentcillin		2886
2998	Bestcall		2889
2999	Amasulin		2890
3001	Biferonex	interferon beta 1a	2896
3002	ELND002	ELND002	2897
3003	BHT-3009	BHT-3009	2898
3004	etrolizumab	RG7413	2899
3005	Aclasta		2906
3006	rebamipide	OPC759	2907
3007	BIIB014	BIIB014	2909
3008	ELND005	AZD-103	1639
3009	ELND006	ELND006	2911
3011	PF-5212371	AGG-523	2918
3012	Local anesthetics	Local anesthetics	2923
3013	LY-2127399	LY-2127399	2926
3014	PF-5212374	PF-5212374	2927
3016	S/GSK1265744	S-265744LAP	2934
3017	S/GSK-1349572	S/GSK-1349572	2935
3018	Filibuvir		2938
3020	CEP-33237	CEP-33237	2941
3021	Serastar / Zempack	indomethacin	2942
3023	RGH-188	RGH-188	2962
3024	ORE-1001		2952
3026	RG4934	RG4934	2956
3027	RG7449	MEMP-1972A	2957
3029	RG7440	RG7440	2959
3030	RG7594	RG7594	2960
3031	RG7348	RG7348	2961
3032	Novantrone	mitoxantrone	2965
3033	Ixel	milnacipran	2966
3034	Irtra	S-474474	2968
3035	benralizumab	BIW-8405	2969
3037	parogrelil		2971
3038	OC-000459		2972
3039	ASM8	TPI-ASM8	2973
3040	Udenafil ED	WC 3043	2974
3045	Betaseron / Betaferon	interferon-beta 1b	2980
3046	Esbriet		2983
3047	SCH 900776	SCH 900776	2986
3049	Alphagan / Alphagan P / Combigan	AGN-190342	2992
3051	Lumigan / Lumigan 0.01 / Ganfort	AGN-024	2994
3052	Xalatan / Xalacom	PhXA-41	2995
3053	Y-39983	Y-39983	2996
3054	taprenepag	PF-4217329	2997
3056	Paxil / Seroxat	paroxetine	2999
3057	AR-12286	AR-12286	3000
3058	DE-104	DE-104	3059
3059	lomerizine	DE-090	3002
3060	Macugen		3004
3062	Patanol / Pataday	AL-4943A	3006
3063	begacestat	PF-5212365	3009
3065	Ikervis	Cyclokat	3011
3066	AL-43546	AL-43546	3012
3067	EGP-437	EGP-437	3013
3068	ASP4058	ASP4058	3014
3069	Resolor		3017
3070	ponezumab	PF-4360365	3019
3071	AZ-001	AZ-001	3020
3072	Elonva	ORG-36286 / MK-8962	3021
3073	BL-1020	BL-1020	3022
3074	Chantix / Champix	CP-526555	3024
3075	Permax		4503
3076	NXN-188	NXN-188	3026
3077	Lithobid	lithium carbonate	3028
3078	Heplisav		3031
3080	E7974	E7974	3035
3081	Melbin / Metgluco	SMP-862	3037
3083	FC Patch Low	BAY-86-5016	3042
3085	Ella		3044
3086	Cyramza	LY3009806; IMC-1121B	3046
3087	Rezaltas		3047
3088	Fluzone QIV		3048
3089	Votrient	pazopanib	3049
3090	Zontivity	SCH-530348	3050
3091	Egrifta		5380
3093	Monistat		3053
3094	Pevaryl/Spectazole 		3054
3095	Prodif		3055
3096	pazopanib		3056
3097	L-314d QID - BPS	L-314d QID	3057
3098	RDEA806		3058
3099	elvucitabine		3060
3100	BMS 650032		3061
3101	danoprevir	RG7227 / ITMN-191	3062
3102	Kerydin		3065
3104	NS-75B		3067
3107	Pruvel		3073
3108	Foster	CHF-1535	3074
3109	HRT range - Novo Nordisk		3075
3110	HRT range - Actavis		3076
3111	Pediatric Vaccines - Merck		3077
3112	Pediatric Vaccines - Novartis		3078
3113	Pediatric Vaccines - Sanofi Pasteur MSD		3079
3114	Pediatric Vaccines - sanofi-aventis		3080
3115	Hepatitis vaccines - GSK		3081
3116	Hepatitis vaccines - Merck		3082
3118	Dengue fever vaccine - GSK		3084
3119	Dengue fever vaccine - sanofi-aventis		3085
3121	HIV vaccine - Novartis		3087
3122	Human Insulins - Novo Nordisk		3088
3123	Insulins - sanofi-aventis		3089
3124	Tuberculosis vaccine - GSK	GSK692342	3090
3125	Other Hematology Agents		3091
3126	Travatan / Travatan Z / DuoTrav	AL-6221	3092
3128	Travel Vaccines - Novartis		3094
3131	Other Vaccines - sanofi-aventis		3098
3133	Other Vaccines - Merck		3101
3135	Influenza Vaccines - Novartis		3103
3136	Intanza / Fluzone ID		3104
3137	Fluzone High Dose IM		3105
3138	Avandia products		3107
3139	Linjeta		3108
3140	CMV vaccine - AstraZeneca		3136
3141	CMV vaccine - sanofi-aventis		3137
3142	Cytomegalovirus vaccine - GlaxoSmithKline	GSK1492903A	3138
3143	Cytomegalovirus vaccine - Novartis	GSK1492903A	3139
3144	Other Vaccines - SPMSD		3140
3145	Travel Vaccines - sanofi-aventis		3141
3146	Travel Vaccines - SPMSD		3142
3147	Tuberculosis vaccine - sanofi-aventis	GSK692342	3143
3148	Hepatitis Vaccines - SPMSD		3144
3149	Lu AE04621	Lu AE04621	3145
3150	INM-176	INM-176	3146
3151	Banan		3147
3152	Claforan		3148
3153	Cognex		3149
3154	Kefral		3150
3155	Sulperazon		3151
3156	Isocef 		3152
3157	Cefspan		3153
3158	Dogmatil		3154
3159	TAK-599		3155
3160	Solian		3157
3161	aminocandin		3158
3162	Nuplazid	ACP-103	3159
3163	FV-100		3160
3165	Valium	diazepam	3162
3166	Advaferon		3163
3167	Rebetron		3164
3168	Domin		3165
3169	Infergen		3166
3170	Locteron		3167
3172	Rulid		3169
3173	Cethromycin		3170
3175	Modithromycin	EDP-420	3172
3176	dapivirine		3173
3177	Emtriva		3174
3178	Retrovir		3175
3179	Videx		3176
3180	Amdoxovir	DAPD	3177
3181	Bactrim		3178
3182	Garamycin		3179
3183	Targocid		3181
3184	Minocin		3182
3185	Synercid		3183
3186	Lamprene		3184
3187	iclaprim		3185
3188	Orbactiv		3186
3189	NXL-104		3187
3190	GS-9310/11 	GS-9310/11 	3188
3192	Valixa		3190
3193	CytoGam		3191
3194	Vistide		3192
3195	E7101		3193
3196	ANA598		3194
3197	IDX-184		3195
3198	PSI-7851		3196
3199	deleobuvir		3197
3200	ANA773		3198
3201	bavituximab		3199
3202	ChronVac-C		3200
3203	GI-5005		3201
3204	IMO-2125		3202
3205	TT-033		3203
3206	INCB9471		3204
3207	ibalizumab	TNX-355	3205
3208	MPC-4326 		3206
3209	PRO-140		3207
3210	TRI-1144		3208
3211	VRX-496 		3209
3213	Bicillin		3211
3214	Agenerase		3212
3215	Crixivan		3213
3216	Viracept		3215
3217	PPL-100		3216
3218	Factive		3217
3219	fipamezole		3220
3220	Glivec / Gleevec	QTI-571	3221
3221	ACE-031	ACE-031	3222
3222	ALN-RSV01 		3224
3223	favipiravir	T-705	3225
3224	BMS-945429	BMS-945429	3226
3225	PF-5230896	PF-5230896	3227
3226	LY-2439821	LY-2439821	3228
3227	mavrilimumab	CAM-3001	3229
3228	Calslot 		3231
3229	Rytmonorm		3232
3230	NN9925	NN9925	3233
3231	FIAsp	NN1218	3234
3232	E-6201 topical		3235
3233	terafenacin		3236
3235	morphine hydrochloride		3239
3236	MS Contin		3240
3238	EMD-1214063		3243
3239	EMD-1204831	EMD-1204831	3244
3240	Meningitec		3246
3241	Menomune		3247
3242	Pguard		3249
3243	NN-8226	NN-8226	3250
3244	NN-8210	NN-8210	3251
3245	Reprexain		3252
3247	morphine-6-glucuronide	M6G	3254
3248	Rylomine		3255
3249	Ereska	PMI-150	3256
3251	Dynastat		3258
3252	Miltax		3259
3253	Naprosyn	naproxen	3260
3254	Pennsaid		4858
3255	CG-100649	CG-100649	3263
3256	Grippol Plus and Grippol Neo 		3264
3257	Fluvax		3266
3258	Celvapan		3267
3259	Daronix		3268
3260	FluBlok		3269
3262	VLP influenza vaccine		3271
3263	PanFlu		3272
3265	HibTITER		3274
3266	Priorix 		3275
3267	Tetramune		3276
3268	Traveller's diarrhea vaccine		3277
3269	CHF-4227	CHF-4227	3278
3270	Preotact		3279
3272	Macroflux PTH 		3281
3273	arbaclofen placarbil 	XP19986	3282
3274	Inavir		4522
3275	Group B Streptococcus		3284
3277	Musculax		3286
3278	dibotermin 		3287
3279	Eldepryl		3291
3280	Zemuron / Esmeron	rocuronium bromide	3294
3281	INFeD		3295
3282	sutezolid	PF-2341272	3296
3283	PF-4995274	PF-4995274	3297
3284	PF-4958242	PF-4958242	3298
3285	Vaniqa		3299
3286	Rabies VRVg		3300
3287	Rotavirus vaccine		3301
3288	NZ2114		3302
3291	Contraceptive brands - J&J		3306
3292	Contraceptive brands - Pfizer		3307
3293	Xiapex	PF-5076985	3309
3294	TTP-399	TTP-399	3310
3296	Osphena		3311
3297	REC-0422		3313
3299	CEF-104	CLX-104	3315
3300	Gilenya	FTY-720	3316
3301	IC31 seasonal influenza vaccine 		3317
3302	Pandemic influenza vaccine patch 		3318
3305	ABI-008	ABI-008	3325
3306	ABI-011	ABI-011	3326
3307	ABI-009	ABI-009	3327
3309	IFNbeta-1a		3333
3310	CCX-025	CCX-025	3334
3311	Latuda	SM-13496	3774
3312	encenicline	EVP-6124	5355
3313	FSC Combination		3337
3314	DuoResp	BFC Combination	3338
3315	fluticasone MDPI		3339
3316	VR506		3340
3317	Livazo		3341
3318	Cystagon		3342
3319	Normosang		3343
3320	N8-GP		3344
3321	Concizumab	NN7415	3345
3322	NN-8828		5257
3323	SHP609	SHP609	3347
3324	ELND007	ELND007	3348
3325	CAZ-104		3349
3326	Teflaro		3350
3327	Kapvay	clonidine	201
3328	Dulaglutide	LY2189265	3352
3329	GAD-65		3354
3330	atopaxar 	E5555	3355
3331	Gilotrif / Giotrif	BIBW 2992	3356
3334	Kombiglyze XR / Komboglyze		3359
3335	MK-0431C	MK-0431C	3360
3336	TAK-960	TAK-960	3361
3338	Tetrabik SC	BK-4SP	3364
3339	Halaven	E-7389	3365
3340	Other Gout Treatments		3366
3341	Yervoy		3367
3342	OSI-906		3368
3343	OSI-027	OSI-027	3369
3344	PSN-821	PSN-821	4990
3346	ISIS-CRPRx	ISIS-CRPRx	5205
3347	Mirapex / Sifrol	pramipexole	3373
3348	Actikerall	LAS41005	3374
3349	SYN-115		3375
3350	SYN-118		3376
3351	Krystexxa		3377
3352	Uloric		3378
3355	ASP-3652	ASP-3652	4474
3356	Azor / Sevikar		3383
3357	dexpramipexole	BIIB050	3384
3358	Prolia/Xgeva	denosumab	3386
3359	darexaban	YM150	3387
3360	ASP-7035	ASP-7035	3388
3363	pramlintide + metreleptin		3391
3364	Edirol	CT-081	3392
3365	RG7185	RG7185	3393
3366	RG7444	RG7444	3394
3367	RG7459	RG7459	3395
3368	RG7593	RG7593	3396
3369	RG7597	RG7597	3397
3370	Qnaze	BDP HFA Nasal	3398
3371	Eylea	VEGF Trap-Eye	3399
3376	GS 9451	GS 9451	3404
3377	ledipasvir	GS-5885	5325
3378	GS 9620	GS 9620	3406
3379	LAS100977 + ICS		3410
3380	LAS41003	LAS41003	3411
3381	LAS41004	LAS41004	3412
3383	osteoporosis compound		3414
3385	Axiron		3416
3386	EOquin		3417
3387	AMG 820	AMG 820	3418
3388	SER-120	SER-120	3459
3389	AMG 900	AMG 900	3420
3390	AZD7687	AZD7687	3421
3391	AZD5213	AZD5213	5229
3392	MEDI-578	MEDI-578	3423
3393	bardoxolone	RTA-402	4088
3394	omarigliptin	MK-3102	3426
3395	MK-3697	MK-3697	3427
3396	V114	V114	3428
3397	Medicated IUS	SCH-900342	3429
3398	lonafarnib	SCH066336	3430
3399	terguride		3433
3400	UK-396082		3434
3401	PF-4937319	PF-4937319	3436
3402	PF-4634817	PF-4634817	3437
3403	PF-4991532	PF-4991532	3438
3404	PF-5161704	PF-5161704	3439
3405	bococizumab	RN316 / PF-4950615	3440
3406	ATR-107	PF-5230900	3441
3408	BMP-655	PF-5208762	3443
3410	PF-4449913	PF-4449913	3445
3411	SAR292833	TRVP3 antagonist	3446
3412	SAR256212		3447
3413	SAR279356	F598	3448
3414	SAR650984	SAR650984	3449
3415	SAR566658	SAR566658	3450
3416	fedratinib	TG101348	3451
3417	SAR101099	SAR101099	3452
3418	SAR104772	SAR104772	3453
3419	SAR114137	SAR114137	3454
3420	SAR113945	SAR113945	3455
3423	SAR100842	SAR100842	4484
3424	Lysteda		3460
3425	Xanbon		3461
3426	Procylin		3462
3427	RN6G	PF-4382923	3463
3428	CNV1014802	CNV1014802	3464
3429	CNV2197944	CNV2197944	3465
3431	Lemtrada	alemtuzumab	3469
3432	Movectro	cladribine	3470
3433	BMS-241027	BMS-241027	3472
3434	triple reuptake inhibitors	triple reuptake inhibitors	3473
3435	Bexsero	meningitis vaccine	3474
3436	fulranumab	AMG403	3475
3437	ABT-110	PG-110	3476
3439	avagacestat	BMS-708163	3481
3440	remimazolam	ONO-2745	3482
3441	edivoxetine	LY-2216684	3483
3443	Hetlioz	VEC-162	3485
3444	cyclosporin + prednisolone	FOV1101	3486
3445	Memary	SUN Y7017	3487
3446	Viibryd	vilazodone	3488
3447	tasquinimod	ABR-215050	3779
3448	Sylvant	CNTO 328	3491
3449	Gralise	DM-1796	3492
3450	GSK2118436	2118436	3493
